pop1	ecotype1	pop2	ecotype2	geography	ecology	intercept	recomb_rate	ds	gene_count	linear_model_warning	n_windows_dxy	n_windows_fst	group	reg1	reg2	geography2	group2
denmark	marine	constance	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	16	509	allo_D	ne	sl	allo	allo_D
denmark	marine	constance	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	16	544	allo_D	ne	sl	allo	allo_D
denmark	marine	cp	marine	allo	S	-3.394	0.072	0.139	0.019	NA	2046	2599	allo_S	ne	ns	allo	allo_S
denmark	marine	geneva	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	20	486	allo_D	ne	sl	allo	allo_D
denmark	marine	geneva	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	18	459	allo_D	ne	sl	allo	allo_D
denmark	marine	joes	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	32	814	allo_D	ne	bc	allo	allo_D
denmark	marine	joes	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	29	845	allo_D	ne	bc	allo	allo_D
denmark	marine	litcampbell	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	6	86	allo_S	ne	bc	allo	allo_S
denmark	marine	ln	marine	allo	S	-2.97	0.048	-0.258	0.027	NA	1641	2333	allo_S	ne	ns	allo	allo_S
denmark	marine	mh	marine	allo	S	-2.337	0.014	-0.616	-0.019	NA	693	1545	allo_S	ne	ns	allo	allo_S
denmark	marine	mh	white	allo	D	-1.23	0.012	-1.937	-0.002	NA	403	1219	allo_D	ne	ns	allo	allo_D
denmark	marine	misty	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	33	1008	allo_D	ne	bc	allo	allo_D
denmark	marine	misty	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	32	1038	allo_D	ne	bc	allo	allo_D
denmark	marine	roberts	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	33	1105	allo_D	ne	bc	allo	allo_D
denmark	marine	roberts	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	33	1011	allo_D	ne	bc	allo	allo_D
denmark	marine	sk	marine	allo	S	-3.259	0.039	0.234	-0.003	NA	1095	1925	allo_S	ne	ns	allo	allo_S
denmark	marine	sr	marine	allo	S	-2.984	0.024	-0.14	0.023	NA	1211	2056	allo_S	ne	ns	allo	allo_S
denmark	marine	sr	white	allo	D	-3.72	0.041	0.254	0.088	NA	1452	2245	allo_D	ne	ns	allo	allo_D
geneva	lake	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	141	allo_D	sl	ns	allo	allo_D
geneva	lake	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	85	allo_D	sl	ns	allo	allo_D
geneva	lake	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	141	allo_D	sl	ns	allo	allo_D
geneva	lake	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	259	allo_D	sl	ns	allo	allo_D
geneva	lake	geneva	stream	para	D	-2.215	0.079	-0.767	-0.073	NA	470	909	para_D	sl	sl	para	para_D
geneva	lake	joes	lake	allo	S	-1.458	-0.055	-0.956	-0.081	NA	741	1887	allo_S	sl	bc	allo	allo_S
geneva	lake	joes	stream	allo	D	-1.982	-0.026	-1.059	0.025	NA	706	1859	allo_D	sl	bc	allo	allo_D
geneva	lake	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	157	allo_D	sl	ns	allo	allo_D
geneva	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	65	allo_D	sl	ns	allo	allo_D
geneva	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	43	allo_D	sl	ns	allo	allo_D
geneva	lake	misty	lake	allo	S	-2.537	-0.039	0.111	-0.075	NA	829	2107	allo_S	sl	bc	allo	allo_S
geneva	lake	misty	stream	allo	D	-1.852	0.011	-1.155	-0.007	NA	826	2090	allo_D	sl	bc	allo	allo_D
geneva	lake	roberts	lake	allo	S	-2.535	-0.006	-0.923	0.089	NA	839	2175	allo_S	sl	bc	allo	allo_S
geneva	lake	roberts	stream	allo	D	-2.26	-0.074	-0.632	0.027	NA	800	2051	allo_D	sl	bc	allo	allo_D
geneva	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	108	allo_D	sl	ns	allo	allo_D
geneva	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	113	allo_D	sl	ns	allo	allo_D
geneva	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	140	allo_D	sl	ns	allo	allo_D
geneva	stream	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	134	allo_D	sl	ns	allo	allo_D
geneva	stream	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	81	allo_D	sl	ns	allo	allo_D
geneva	stream	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	137	allo_D	sl	ns	allo	allo_D
geneva	stream	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	257	allo_D	sl	ns	allo	allo_D
geneva	stream	joes	lake	allo	D	-1.365	-0.035	-1.032	-0.103	NA	730	1867	allo_D	sl	bc	allo	allo_D
geneva	stream	joes	stream	allo	S	-1.742	-0.031	-1.254	0.013	NA	694	1842	allo_S	sl	bc	allo	allo_S
geneva	stream	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	149	allo_D	sl	ns	allo	allo_D
geneva	stream	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	59	allo_D	sl	ns	allo	allo_D
geneva	stream	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	42	allo_D	sl	ns	allo	allo_D
geneva	stream	misty	lake	allo	D	-2.65	-0.053	0.103	-0.038	NA	822	2100	allo_D	sl	bc	allo	allo_D
geneva	stream	misty	stream	allo	S	-2.022	-0.018	-0.744	-0.031	NA	815	2084	allo_S	sl	bc	allo	allo_S
geneva	stream	roberts	lake	allo	D	-2.168	-0.063	-0.776	0.031	NA	835	2155	allo_D	sl	bc	allo	allo_D
geneva	stream	roberts	stream	allo	S	-2.313	-0.119	-0.433	0.025	NA	795	2038	allo_S	sl	bc	allo	allo_S
geneva	stream	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	106	allo_D	sl	ns	allo	allo_D
geneva	stream	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	108	allo_D	sl	ns	allo	allo_D
geneva	stream	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	139	allo_D	sl	ns	allo	allo_D
hadsten	lake	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	192	allo_D	ne	ns	allo	allo_D
hadsten	lake	bea	lake	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	38	1624	allo_S	ne	al	allo	allo_S
hadsten	lake	boot	lake	allo	S	-4.029	0.046	0.663	0.052	NA	510	2145	allo_S	ne	bc	allo	allo_S
hadsten	lake	boot	stream	allo	D	-2.468	-0.038	-1.033	0.112	NA	369	2031	allo_D	ne	bc	allo	allo_D
hadsten	lake	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	129	allo_D	ne	ns	allo	allo_D
hadsten	lake	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	212	allo_D	ne	ns	allo	allo_D
hadsten	lake	constance	lake	allo	S	-1.927	0.094	-1.295	-0.041	NA	501	1782	allo_S	ne	sl	allo	allo_S
hadsten	lake	constance	stream	allo	D	-2.099	0.104	-1.093	-0.063	NA	514	1816	allo_D	ne	sl	allo	allo_D
hadsten	lake	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	3	381	allo_D	ne	ns	allo	allo_D
hadsten	lake	denmark	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	46	679	allo_D	ne	ne	para	para_D
hadsten	lake	geneva	lake	allo	S	-1.927	0.077	-1.509	0.017	NA	488	1724	allo_S	ne	sl	allo	allo_S
hadsten	lake	geneva	stream	allo	D	-2.327	0.063	-1.103	0.029	NA	498	1709	allo_D	ne	sl	allo	allo_D
hadsten	lake	hald	lake	allo	S	-4.005	0.056	0.751	0.021	NA	1317	2241	allo_S	ne	ne	para	para_S
hadsten	lake	japan	japansea	allo	D	-3.12	-0.005	0.37	-0.033	NA	1499	3286	allo_D	ne	jp	allo	allo_D
hadsten	lake	japan	marine	allo	D	-3.633	0.101	0.191	0.014	NA	1404	2609	allo_D	ne	jp	allo	allo_D
hadsten	lake	joes	lake	allo	S	-2.881	0.048	-0.532	0.054	NA	503	2185	allo_S	ne	bc	allo	allo_S
hadsten	lake	joes	stream	allo	D	-3.748	0.03	0.152	0.098	NA	460	2154	allo_D	ne	bc	allo	allo_D
hadsten	lake	litcampbell	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	2	63	allo_D	ne	bc	allo	allo_D
hadsten	lake	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	250	allo_D	ne	ns	allo	allo_D
hadsten	lake	mariager	marine	allo	D	-3.898	0.06	0.794	-0.014	NA	1273	2270	allo_D	ne	ne	para	para_D
hadsten	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	102	allo_D	ne	ns	allo	allo_D
hadsten	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	62	allo_D	ne	ns	allo	allo_D
hadsten	lake	misty	lake	allo	S	-2.863	0.036	-0.453	0.04	NA	536	2394	allo_S	ne	bc	allo	allo_S
hadsten	lake	misty	stream	allo	D	-3.428	0.028	0.048	0.062	NA	537	2368	allo_D	ne	bc	allo	allo_D
hadsten	lake	mud	lake	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	58	1722	allo_S	ne	al	allo	allo_S
hadsten	lake	rab	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	410	allo_D	ne	al	allo	allo_D
hadsten	lake	res	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	41	1387	allo_D	ne	al	allo	allo_D
hadsten	lake	roberts	lake	allo	S	-3.554	0.048	-0.297	0.127	NA	537	2453	allo_S	ne	bc	allo	allo_S
hadsten	lake	roberts	stream	allo	D	-2.481	0.019	-1.154	0.105	NA	529	2341	allo_D	ne	bc	allo	allo_D
hadsten	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	159	allo_D	ne	ns	allo	allo_D
hadsten	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	174	allo_D	ne	ns	allo	allo_D
hadsten	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	199	allo_D	ne	ns	allo	allo_D
hald	lake	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	235	allo_D	ne	ns	allo	allo_D
hald	lake	bea	lake	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	41	1726	allo_S	ne	al	allo	allo_S
hald	lake	boot	lake	allo	S	-3.03	-0.001	0.342	-0.04	NA	523	2274	allo_S	ne	bc	allo	allo_S
hald	lake	boot	stream	allo	D	-2.651	-0.019	-0.816	0.102	NA	386	2185	allo_D	ne	bc	allo	allo_D
hald	lake	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	154	allo_D	ne	ns	allo	allo_D
hald	lake	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	257	allo_D	ne	ns	allo	allo_D
hald	lake	constance	lake	allo	S	-3.093	0.077	-0.118	-0.014	NA	535	1879	allo_S	ne	sl	allo	allo_S
hald	lake	constance	stream	allo	D	-1.324	0.079	-1.91	-0.033	NA	541	1911	allo_D	ne	sl	allo	allo_D
hald	lake	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	4	421	allo_D	ne	ns	allo	allo_D
hald	lake	denmark	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	45	794	allo_D	ne	ne	para	para_D
hald	lake	geneva	lake	allo	S	-1.784	0.035	-1.438	0.015	NA	525	1855	allo_S	ne	sl	allo	allo_S
hald	lake	geneva	stream	allo	D	-3.233	0.036	-0.105	0.047	NA	537	1847	allo_D	ne	sl	allo	allo_D
hald	lake	japan	japansea	allo	D	-2.47	0.015	-0.343	-0.043	NA	1520	3347	allo_D	ne	jp	allo	allo_D
hald	lake	japan	marine	allo	D	-3.708	0.084	0.283	0.03	NA	1461	2752	allo_D	ne	jp	allo	allo_D
hald	lake	joes	lake	allo	S	-2.504	0.001	-0.663	0.04	NA	524	2276	allo_S	ne	bc	allo	allo_S
hald	lake	joes	stream	allo	D	-2.905	0.025	-0.415	0.053	NA	472	2254	allo_D	ne	bc	allo	allo_D
hald	lake	litcampbell	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	2	77	allo_D	ne	bc	allo	allo_D
hald	lake	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	292	allo_D	ne	ns	allo	allo_D
hald	lake	mariager	marine	allo	D	-3.329	0.044	0.218	0.001	NA	1334	2396	allo_D	ne	ne	para	para_D
hald	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	124	allo_D	ne	ns	allo	allo_D
hald	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	91	allo_D	ne	ns	allo	allo_D
hald	lake	misty	lake	allo	S	-3.046	0.05	-0.208	0.019	NA	557	2495	allo_S	ne	bc	allo	allo_S
hald	lake	misty	stream	allo	D	-3.123	0.044	-0.069	0.018	NA	561	2484	allo_D	ne	bc	allo	allo_D
hald	lake	mud	lake	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	60	1823	allo_S	ne	al	allo	allo_S
hald	lake	rab	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	490	allo_D	ne	al	allo	allo_D
hald	lake	res	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	47	1508	allo_D	ne	al	allo	allo_D
hald	lake	roberts	lake	allo	S	-1.809	0.026	-1.175	-0.024	NA	556	2552	allo_S	ne	bc	allo	allo_S
hald	lake	roberts	stream	allo	D	-1.642	0.023	-1.31	-0.025	NA	542	2451	allo_D	ne	bc	allo	allo_D
hald	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	184	allo_D	ne	ns	allo	allo_D
hald	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	219	allo_D	ne	ns	allo	allo_D
hald	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	237	allo_D	ne	ns	allo	allo_D
japan	japansea	al	marine	allo	D	-3.623	0.056	0.767	-0.056	NA	3420	3796	allo_D	jp	ns	allo	allo_D
japan	japansea	boot	lake	allo	D	-2.862	0.045	0.064	-0.064	NA	963	3084	allo_D	jp	bc	allo	allo_D
japan	japansea	boot	stream	allo	D	-2.984	0.068	-0.266	0.007	NA	821	3080	allo_D	jp	bc	allo	allo_D
japan	japansea	cl	marine	allo	D	-3.299	0.08	0.313	-0.05	NA	3048	3725	allo_D	jp	ns	allo	allo_D
japan	japansea	cl	white	allo	D	-3.588	0.068	0.723	-0.064	NA	3421	3798	allo_D	jp	ns	allo	allo_D
japan	japansea	constance	lake	allo	D	-2.327	0.062	-0.399	-0.102	NA	983	3076	allo_D	jp	sl	allo	allo_D
japan	japansea	constance	stream	allo	D	-2.007	0.072	-0.679	-0.13	NA	995	3092	allo_D	jp	sl	allo	allo_D
japan	japansea	cp	marine	allo	D	-3.023	0.025	0.38	-0.088	NA	3660	3838	allo_D	jp	ns	allo	allo_D
japan	japansea	denmark	marine	allo	D	-3.452	0.064	0.56	-0.055	NA	3690	3847	allo_D	jp	ne	allo	allo_D
japan	japansea	geneva	lake	allo	D	-2.753	0.06	-0.088	-0.073	NA	993	3050	allo_D	jp	sl	allo	allo_D
japan	japansea	geneva	stream	allo	D	-2.89	0.073	0.012	-0.075	NA	1005	3046	allo_D	jp	sl	allo	allo_D
japan	japansea	joes	lake	allo	D	-1.918	0.053	-1.305	-0.004	NA	957	3076	allo_D	jp	bc	allo	allo_D
japan	japansea	joes	stream	allo	D	-2.476	0.058	-0.682	-0.009	NA	904	3068	allo_D	jp	bc	allo	allo_D
japan	japansea	litcampbell	marine	allo	D	-1.358	-0.058	-1.022	-0.039	NA	234	1032	allo_D	jp	bc	allo	allo_D
japan	japansea	ln	marine	allo	D	-3.014	0.054	0.307	-0.098	NA	3526	3814	allo_D	jp	ns	allo	allo_D
japan	japansea	mh	marine	allo	D	-3.871	0.058	1.073	-0.068	NA	2770	3661	allo_D	jp	ns	allo	allo_D
japan	japansea	mh	white	allo	D	-3.261	0.04	0.562	-0.078	NA	2227	3511	allo_D	jp	ns	allo	allo_D
japan	japansea	misty	lake	allo	D	-2.888	0.071	-0.085	-0.057	NA	1015	3174	allo_D	jp	bc	allo	allo_D
japan	japansea	misty	stream	allo	D	-2.627	0.085	-0.572	-0.027	NA	1011	3171	allo_D	jp	bc	allo	allo_D
japan	japansea	roberts	lake	allo	D	-3.152	0.04	0.453	-0.081	NA	1027	3204	allo_D	jp	bc	allo	allo_D
japan	japansea	roberts	stream	allo	D	-2.469	0.024	-0.442	-0.027	NA	1003	3179	allo_D	jp	bc	allo	allo_D
japan	japansea	sk	marine	allo	D	-3.54	0.041	0.609	-0.025	NA	3228	3764	allo_D	jp	ns	allo	allo_D
japan	japansea	sr	marine	allo	D	-3.363	0.062	0.592	-0.085	NA	3300	3774	allo_D	jp	ns	allo	allo_D
japan	japansea	sr	white	allo	D	-3.158	0.048	0.645	-0.14	NA	3433	3793	allo_D	jp	ns	allo	allo_D
japan	marine	al	marine	allo	S	-4.492	0.078	1.089	0.051	NA	3297	3552	allo_S	jp	ns	allo	allo_S
japan	marine	boot	lake	allo	D	-3.693	0.015	0.416	0.055	NA	900	2321	allo_D	jp	bc	allo	allo_D
japan	marine	boot	stream	allo	D	-2.939	0.017	-0.38	0.057	NA	793	2408	allo_D	jp	bc	allo	allo_D
japan	marine	cl	marine	allo	S	-4.067	0.097	0.648	0.034	NA	2909	3359	allo_S	jp	ns	allo	allo_S
japan	marine	cl	white	allo	D	-4.239	0.086	0.849	0.039	NA	3310	3568	allo_D	jp	ns	allo	allo_D
japan	marine	constance	lake	allo	D	-3.761	0.055	0.332	0.055	NA	906	2279	allo_D	jp	sl	allo	allo_D
japan	marine	constance	stream	allo	D	-3.458	0.098	0.265	-0.039	NA	928	2311	allo_D	jp	sl	allo	allo_D
japan	marine	cp	marine	allo	S	-4.323	0.093	0.933	0.035	NA	3583	3695	allo_S	jp	ns	allo	allo_S
japan	marine	denmark	marine	allo	S	-4.357	0.102	0.879	0.048	NA	3563	3677	allo_S	jp	ne	allo	allo_S
japan	marine	geneva	lake	allo	D	-3.699	0.095	0.008	0.062	NA	912	2191	allo_D	jp	sl	allo	allo_D
japan	marine	geneva	stream	allo	D	-3.21	0.112	-0.385	0.023	NA	912	2182	allo_D	jp	sl	allo	allo_D
japan	marine	japan	japansea	allo	D	-2.9	0.037	0.194	-0.086	NA	3857	3866	allo_D	jp	jp	para	para_D
japan	marine	joes	lake	allo	D	-2.774	-0.007	-0.078	-0.012	NA	894	2392	allo_D	jp	bc	allo	allo_D
japan	marine	joes	stream	allo	D	-2.821	0.006	-0.057	-0.014	NA	842	2381	allo_D	jp	bc	allo	allo_D
japan	marine	litcampbell	marine	allo	S	-0.897	-0.086	-1.535	-0.008	NA	213	529	allo_S	jp	bc	allo	allo_S
japan	marine	ln	marine	allo	S	-4.316	0.102	0.756	0.062	NA	3424	3608	allo_S	jp	ns	allo	allo_S
japan	marine	mh	marine	allo	S	-4.286	0.086	0.924	0.035	NA	2622	3216	allo_S	jp	ns	allo	allo_S
japan	marine	mh	white	allo	D	-4.843	0.074	1.507	0.041	NA	2057	2860	allo_D	jp	ns	allo	allo_D
japan	marine	misty	lake	allo	D	-2.78	-0.059	0.068	-0.003	NA	982	2599	allo_D	jp	bc	allo	allo_D
japan	marine	misty	stream	allo	D	-2.803	-0.014	-0.166	0.014	NA	975	2608	allo_D	jp	bc	allo	allo_D
japan	marine	roberts	lake	allo	D	-3.035	-0.006	0.099	0.006	NA	1007	2686	allo_D	jp	bc	allo	allo_D
japan	marine	roberts	stream	allo	D	-3.202	-0.038	0.071	0.063	NA	967	2579	allo_D	jp	bc	allo	allo_D
japan	marine	sk	marine	allo	S	-4.574	0.097	1.15	0.037	NA	3084	3451	allo_S	jp	ns	allo	allo_S
japan	marine	sr	marine	allo	S	-4.041	0.098	0.523	0.053	NA	3176	3495	allo_S	jp	ns	allo	allo_S
japan	marine	sr	white	allo	D	-3.915	0.078	0.736	0	NA	3307	3552	allo_D	jp	ns	allo	allo_D
joes	lake	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	201	allo_D	bc	ns	allo	allo_D
joes	lake	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	136	allo_D	bc	ns	allo	allo_D
joes	lake	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	212	allo_D	bc	ns	allo	allo_D
joes	lake	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	378	allo_D	bc	ns	allo	allo_D
joes	lake	joes	stream	para	D	-2.383	-0.065	-0.449	0.015	NA	556	1269	para_D	bc	bc	para	para_D
joes	lake	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	232	allo_D	bc	ns	allo	allo_D
joes	lake	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	103	allo_D	bc	ns	allo	allo_D
joes	lake	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	79	allo_D	bc	ns	allo	allo_D
joes	lake	misty	lake	allo	S	-3.062	0.019	-0.446	0.091	NA	807	2007	allo_S	bc	bc	para	para_S
joes	lake	misty	stream	allo	D	-2.855	0.045	-0.457	0.036	NA	804	1984	allo_D	bc	bc	para	para_D
joes	lake	roberts	lake	allo	S	-2.901	0.004	-0.929	0.15	NA	846	2124	allo_S	bc	bc	para	para_S
joes	lake	roberts	stream	allo	D	-3.537	-0.011	-0.109	0.135	NA	793	2011	allo_D	bc	bc	para	para_D
joes	lake	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	161	allo_D	bc	ns	allo	allo_D
joes	lake	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	173	allo_D	bc	ns	allo	allo_D
joes	lake	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	211	allo_D	bc	ns	allo	allo_D
joes	stream	al	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	200	allo_D	bc	ns	allo	allo_D
joes	stream	cl	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	137	allo_D	bc	ns	allo	allo_D
joes	stream	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	209	allo_D	bc	ns	allo	allo_D
joes	stream	cp	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	375	allo_D	bc	ns	allo	allo_D
joes	stream	ln	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	234	allo_D	bc	ns	allo	allo_D
joes	stream	mh	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	104	allo_D	bc	ns	allo	allo_D
joes	stream	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	80	allo_D	bc	ns	allo	allo_D
joes	stream	misty	lake	allo	D	-2.347	-0.007	-1.25	0.114	NA	763	1989	allo_D	bc	bc	para	para_D
joes	stream	misty	stream	allo	S	-2.505	0.004	-0.884	0.075	NA	764	1983	allo_S	bc	bc	para	para_S
joes	stream	roberts	lake	allo	D	-3.039	-0.092	-0.319	0.125	NA	804	2122	allo_D	bc	bc	para	para_D
joes	stream	roberts	stream	allo	S	-3.598	-0.032	-0.046	0.148	NA	764	1981	allo_S	bc	bc	para	para_S
joes	stream	sk	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	160	allo_D	bc	ns	allo	allo_D
joes	stream	sr	marine	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	174	allo_D	bc	ns	allo	allo_D
joes	stream	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	203	allo_D	bc	ns	allo	allo_D
litcampbell	marine	al	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	23	153	allo_S	bc	ns	allo	allo_S
litcampbell	marine	boot	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	54	allo_D	bc	bc	para	para_D
litcampbell	marine	boot	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	50	allo_D	bc	bc	para	para_D
litcampbell	marine	cl	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	10	114	allo_S	bc	ns	allo	allo_S
litcampbell	marine	cl	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	24	148	allo_D	bc	ns	allo	allo_D
litcampbell	marine	constance	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	43	allo_D	bc	sl	allo	allo_D
litcampbell	marine	constance	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	44	allo_D	bc	sl	allo	allo_D
litcampbell	marine	cp	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	51	192	allo_S	bc	ns	allo	allo_S
litcampbell	marine	geneva	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	44	allo_D	bc	sl	allo	allo_D
litcampbell	marine	geneva	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	48	allo_D	bc	sl	allo	allo_D
litcampbell	marine	joes	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	53	allo_D	bc	bc	para	para_D
litcampbell	marine	joes	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	50	allo_D	bc	bc	para	para_D
litcampbell	marine	ln	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	34	163	allo_S	bc	ns	allo	allo_S
litcampbell	marine	mh	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	5	100	allo_S	bc	ns	allo	allo_S
litcampbell	marine	mh	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	1	71	allo_D	bc	ns	allo	allo_D
litcampbell	marine	misty	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	75	allo_D	bc	bc	para	para_D
litcampbell	marine	misty	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	73	allo_D	bc	bc	para	para_D
litcampbell	marine	roberts	lake	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	73	allo_D	bc	bc	para	para_D
litcampbell	marine	roberts	stream	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	0	56	allo_D	bc	bc	para	para_D
litcampbell	marine	sk	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	16	117	allo_S	bc	ns	allo	allo_S
litcampbell	marine	sr	marine	allo	S	NA	NA	NA	NA	Low data, aborting model fitting	20	135	allo_S	bc	ns	allo	allo_S
litcampbell	marine	sr	white	allo	D	NA	NA	NA	NA	Low data, aborting model fitting	27	157	allo_D	bc	ns	allo	allo_D
ln	marine	mh	marine	allo	S	-4.249	0.123	0.731	0.022	NA	2233	2566	allo_S	ns	ns	para	para_S
ln	marine	mh	white	allo	D	-4.349	0.098	0.807	0.056	NA	1710	2162	allo_D	ns	ns	para	para_D
ln	marine	sk	marine	para	S	-4.305	0.116	0.761	0.039	NA	2709	2926	para_S	ns	ns	para	para_S
