chr pos1 pos2 chr1_old pos1_old chr2_old pos2_old recomb_rate
10 8137984 8622691 10 6058837 10 6543544 5.62195305617619e-07
10 8622691 9107398 10 6543544 10 7028251 1.09963338676768e-06
10 9107398 9592105 10 7028251 10 7512958 2.00120897779483e-06
10 9592105 10076812 10 7512958 10 7997665 1.25023983561203e-06
10 10076812 10561519 10 7997665 10 8482372 8.07704448254311e-07
10 10561519 11046226 10 8482372 10 8967079 9.07764897144047e-07
10 11046226 11530933 10 8967079 10 9451786 1.46892865174219e-06
10 11530933 12015640 10 9451786 10 9936493 1.56795754961244e-06
10 12015640 12500347 10 9936493 10 10421200 1.43901367217721e-06
10 12500347 12985054 10 10421200 10 10905907 3.81158101698552e-06
10 12985054 13469761 10 10905907 10 11390614 1.93725281458695e-06
10 13469761 13954468 10 11390614 10 11875321 5.53014501544232e-06
10 13954468 14439175 10 11875321 10 12360028 1.05011893783255e-05
10 14439175 14923882 10 12360028 10 12844735 1.26117427641854e-05
10 14923882 15408589 10 12844735 10 13329442 1.22630785196005e-05
10 15408589 15893296 10 13329442 10 13814149 1.87329665137908e-05
10 15893296 16378003 10 13814149 10 14298856 2.10178520219432e-05
10 17105928 17477671 10 14728081 10 15099824 3.3531229908835e-06
10 17477671 17849415 10 15099824 10 15471568 4.38877291899803e-06
11 903188 1213264 11 155038 11 465114 2.10916033488564e-06
11 1213264 1567226 11 465114 11 2006616 2.48049225623089e-06
11 1567226 1963073 11 2006616 11 1610769 2.42139008253189e-06
11 1963073 2358920 11 1610769 11 1214922 7.75552170409274e-07
11 2358920 2754766 11 1214922 11 819076 2.34813538598344e-06
11 2754766 3202658 11 819076 11 2454508 3.93286774490279e-06
11 3202658 3700595 11 2454508 11 2952445 6.67554329162123e-06
11 3700595 4198532 11 2952445 11 3450382 2.11472535682225e-06
11 4198532 4696469 11 3450382 11 3948319 5.69549963147948e-06
11 4696469 5194406 11 3948319 11 4446256 1.39676304432087e-06
11 5194406 5692343 11 4446256 11 4944193 3.74746202832889e-06
11 5692343 6190280 11 4944193 11 5442130 1.58353365988067e-06
11 6190280 6688217 11 5442130 11 5940067 5.42237270980049e-08
11 6688217 7186154 11 5940067 11 6438004 2.00627790262624e-06
11 7186154 7684091 11 6438004 11 6935941 1.57750880131422e-06
11 7684091 8182028 11 6935941 11 7433878 1.33149374318438e-06
11 8182028 8679965 11 7433878 11 7931815 8.21389051225357e-07
11 8679965 9177902 11 7931815 11 8429752 1.254174724915e-06
11 9177902 9675839 11 8429752 11 8927689 1.36463046529983e-06
11 9675839 10173776 11 8927689 11 9425626 1.57851294440863e-06
11 10173776 10671714 11 9425626 11 9923564 1.04430672091706e-06
11 10671714 11169652 11 9923564 11 10421502 9.18789086191453e-07
11 11169652 11667590 11 10421502 11 10919440 3.74444207913435e-06
11 11667590 12165528 11 10919440 11 11417378 1.34354076210291e-06
11 12165528 12663466 11 11417378 11 11915316 1.27124260450096e-06
11 12663466 13161404 11 11915316 11 12413254 1.84862372423876e-06
11 13161404 13659342 11 12413254 11 12911192 2.75034241210753e-06
11 13659342 14157280 11 12911192 11 13409130 6.22567468239018e-06
11 14157280 14655218 11 13409130 11 13907068 7.54812848185919e-06
11 14655218 15153156 11 13907068 11 14405006 1.73123963224337e-05
11 15153156 15651094 11 14405006 11 14902944 1.23579642445445e-05
11 16239381 16531261 11 15590734 11 15298854 1.23321227901877e-05
11 16531261 16776788 11 15298854 11 16033435 4.39137039918217e-05
11 16776788 16973962 11 16033435 11 15836261 3.26615070952555e-06
11 16973962 17180868 11 15836261 11 16454981 1.39870279257247e-05
11 17180868 17395508 11 16454981 11 16240341 5.12486023108461e-06
11 17395508 17539515 11 16240341 11 16598988 1.26521627420889e-05
12 926425 1016623 12 45099 12 135297 1.59427038293532e-05
12 1016623 1240220 12 135297 12 358894 3.23439044352116e-05
12 1240220 1595215 12 358894 12 713889 2.13890336483612e-05
12 1595215 1950210 12 713889 12 1068884 9.24520063662869e-06
12 3660785 4141300 12 1487639 12 1968154 3.87188745408572e-06
12 4141300 4629768 12 1968154 12 16300404 4.23466839178821e-06
12 4629768 5124189 12 16300404 12 15805983 2.62327045170007e-06
12 5124189 5618610 12 15805983 12 15311562 1.39860564175065e-06
12 5618610 6113031 12 15311562 12 14817141 1.87188650967495e-06
12 6113031 6607452 12 14817141 12 14322720 2.59293193452544e-06
12 6607452 7101873 12 14322720 12 13828299 1.04870141033653e-06
12 7101873 7596294 12 13828299 12 13333878 4.33840795597269e-07
12 7596294 8090715 12 13333878 12 12839457 1.45624882438244e-07
12 8090715 8585136 12 12839457 12 12345036 3.66084773907252e-07
12 8585136 9079557 12 12345036 12 11850615 1.45928267609993e-06
12 9079557 9573978 12 11850615 12 11356194 1.16601034341179e-06
12 9573978 10068399 12 11356194 12 10861773 9.04087811804101e-07
12 10068399 10562820 12 10861773 12 10367352 2.14392188034088e-07
12 10562820 11057241 12 10367352 12 9872931 8.13072260280209e-07
12 11057241 11551662 12 9872931 12 9378510 2.91249764876489e-07
12 11551662 12046083 12 9378510 12 8884089 1.50681301967351e-06
12 12046083 12540504 12 8884089 12 8389668 1.43602314626604e-06
12 12540504 13034925 12 8389668 12 7895247 1.24590177197166e-06
12 13034925 13529346 12 7895247 12 7400826 1.48254220593381e-06
12 13529346 14023767 12 7400826 12 6906405 1.48860990936873e-06
12 14023767 14518188 12 6906405 12 6411984 2.85080933050983e-06
12 14518188 15012609 12 6411984 12 5917563 2.00942112086664e-06
12 15012609 15507030 12 5917563 12 5423142 2.41292339928927e-06
12 15507030 16001450 12 5423142 12 4928722 7.44812103070264e-06
12 16001450 16495870 12 4928722 12 4434302 4.69742324339631e-06
12 16495870 16990290 12 4434302 12 3939882 2.05796691072367e-06
12 16990290 17484710 12 3939882 12 3445462 1.82334857004168e-06
12 17484710 17979130 12 3445462 12 2951042 2.60305003842885e-06
12 17979130 18473550 12 2951042 12 2456622 1.25399457950731e-06
12 18473550 18906986 12 2456622 12 17104293 2.86086065762903e-07
12 18906986 19277438 12 17104293 12 16733841 3.09216848606569e-06
12 19277438 19648756 12 16733841 12 18215976 5.25290990471778e-06
12 19648756 20018939 12 18215976 12 17845793 7.92986171704266e-06
12 20018939 20389122 12 17845793 12 17475610 5.17987049648416e-06
13 245711 737133 13 1228554 13 737132 2.13869138947788e-06
13 737133 1228554 13 737132 13 245711 2.7115243345319e-06
13 1228554 1700080 13 245711 13 1700080 8.74819204031167e-07
13 1700080 2149711 13 1700080 13 2149711 3.38277387457715e-06
13 2149711 2599342 13 2149711 13 2599342 4.55151001599089e-06
13 2599342 3069782 13 2599342 13 3069782 3.42445370291642e-06
13 3069782 3559032 13 3069782 13 3559032 3.05160960654062e-06
13 3559032 4048282 13 3559032 13 4048282 4.64690853346959e-06
13 4048282 4537532 13 4048282 13 4537532 2.90853346959632e-06
13 4537532 5026782 13 4537532 13 5026782 3.8160449667859e-06
13 5026782 5516032 13 5026782 13 5516032 2.77363311190598e-06
13 5516032 6005282 13 5516032 13 6005282 3.52171691364333e-06
13 6005282 6494532 13 6005282 13 6494532 1.55748594787941e-06
13 6494532 6983782 13 6494532 13 6983782 1.4460909555442e-06
13 6983782 7473032 13 6983782 13 7473032 1.62493612672459e-07
13 7473032 7962282 13 7473032 13 7962282 2.34236075625958e-06
13 7962282 8451532 13 7962282 13 8451532 1.16811446090955e-06
13 8451532 8940782 13 8451532 13 8940782 9.25907000510985e-07
13 8940782 9430032 13 8940782 13 9430032 8.13490035769037e-07
13 9430032 9919282 13 9430032 13 9919282 1.08840061318344e-06
13 9919282 10408532 13 9919282 13 10408532 1.11803781297905e-06
13 10408532 10897782 13 10408532 13 10897782 5.51865099642312e-07
13 10897782 11387032 13 10897782 13 11387032 8.24731732243224e-07
13 11387032 11876283 13 11387032 13 11876283 2.91261540599815e-07
13 11876283 12365534 13 11876283 13 12365534 6.40775389319591e-07
13 12365534 12854785 13 12365534 13 12854785 1.06489307124564e-06
13 12854785 13344036 13 12854785 13 13344036 1.17219995462452e-06
13 13344036 13833287 13 13344036 13 13833287 1.53499941747692e-06
13 13833287 14322538 13 13833287 13 14322538 1.0546733680667e-06
13 14322538 14811789 13 14322538 13 14811789 1.09759612141825e-06
13 14811789 15301040 13 14811789 13 15301040 1.80888746267254e-06
13 15301040 15790291 13 15301040 13 15790291 2.6949357282867e-06
13 15790291 16279542 13 15790291 13 16279542 2.91976919822341e-06
13 16279542 16768793 13 16279542 13 16768793 5.40826692229551e-06
13 16768793 17258044 13 16768793 13 17258044 3.82625687019546e-06
13 17258044 17747295 13 17258044 13 17747295 7.83851233824765e-06
13 17747295 18236546 13 17747295 13 18236546 1.52835661041061e-05
13 18236546 18676908 13 18236546 13 19455854 1.6092442127159e-05
13 18676908 19066381 13 19455854 13 19066381 1.18583316430151e-05
13 19066381 19455854 13 19066381 13 18676908 1.01393421366821e-05
13 19877416 20086872 13 19965774 13 19756318 1.01715873500879e-05
14 229971 402831 14 259291 14 86431 3.02556982529214e-06
14 1007095 1496949 14 591648 14 1081502 1.2831374246204e-05
14 1496949 1986803 14 1081502 14 1571356 1.63252724281112e-05
14 1986803 2476657 14 1571356 14 2061210 1.80543590539222e-05
14 2476657 2966511 14 2061210 14 2551064 1.17034871614808e-05
14 2966511 3456365 14 2551064 14 3040918 1.02040608017899e-05
14 3456365 3946219 14 3040918 14 3530772 7.27972007986052e-06
14 3946219 4436073 14 3530772 14 4020626 5.1025407570419e-06
14 4436073 4925927 14 4020626 14 4510480 5.31178677728465e-06
14 4925927 5415781 14 4510480 14 5000334 2.51503509208866e-06
14 5415781 5905635 14 5000334 14 5490188 2.4017360274694e-06
14 5905635 6395489 14 5490188 14 5980042 2.23229778668747e-06
14 6395489 6885343 14 5980042 14 6469896 3.16216668640044e-06
14 6885343 7375197 14 6469896 14 6959750 2.43133668399156e-06
14 7375197 7865051 14 6959750 14 7449604 1.6096632874285e-06
14 7865051 8354905 14 7449604 14 7939458 2.30476835955203e-06
14 8354905 8844760 14 7939458 14 8429313 1.65355054046605e-06
14 8844760 9334615 14 8429313 14 8919168 2.76714537975523e-06
14 9334615 9824470 14 8919168 14 9409023 1.76889079421462e-06
14 9824470 10314325 14 9409023 14 9898878 1.6749854548795e-06
14 10314325 10804180 14 9898878 14 10388733 2.35069561400823e-06
14 10804180 11294035 14 10388733 14 10878588 2.32926069959477e-06
14 11294035 11783890 14 10878588 14 11368443 2.19860979269375e-06
14 11783890 12273745 14 11368443 14 11858298 1.41368364107746e-06
14 12273745 12763600 14 11858298 14 12348153 1.29630196690859e-06
14 12763600 13253455 14 12348153 14 12838008 2.44970450439425e-07
14 13253455 13715635 14 12838008 14 15030209 3.98113289194681e-07
14 13715635 14148141 14 15030209 14 14597703 6.15020369659608e-07
14 14148141 14580646 14 14597703 14 14165198 3.24158102218472e-06
14 14580646 15013151 14 14165198 14 13732693 3.79648790187396e-06
14 15013151 15445656 14 13732693 14 13300188 1.47281534317522e-06
15 85386 256156 15 256156 15 85386 1.14481466299701e-05
15 840920 1204584 15 888037 15 524373 1.3583967618461e-05
15 1204584 1633877 15 524373 15 1317330 1.51271975084616e-05
15 1633877 2126801 15 1317330 15 1810254 1.328500945379e-05
15 2126801 2619725 15 1810254 15 2303178 1.6842352979364e-05
15 2619725 3112649 15 2303178 15 2796102 1.13141173892933e-05
15 3112649 3605573 15 2796102 15 3289026 6.47158588342219e-06
15 3605573 4098497 15 3289026 15 3781950 5.35985263448321e-06
15 4098497 4591421 15 3781950 15 4274874 3.22564939016967e-06
15 4591421 5084345 15 4274874 15 4767798 1.21114005404485e-06
15 5084345 5577270 15 4767798 15 5260723 2.11391185271593e-06
15 5577270 6070195 15 5260723 15 5753648 1.71121367347974e-06
15 6070195 6563120 15 5753648 15 6246573 1.23649642440534e-06
15 6563120 7056045 15 6246573 15 6739498 1.32373079068824e-06
15 7056045 7548970 15 6739498 15 7232423 1.21823806867171e-06
15 7548970 8041895 15 7232423 15 7725348 9.66678500786119e-07
15 8041895 8534820 15 7725348 15 8218273 1.44545316224579e-06
15 8534820 9027745 15 8218273 15 8711198 1.69194096464979e-06
15 9027745 9520670 15 8711198 15 9204123 1.99523254044733e-06
15 9520670 10013595 15 9204123 15 9697048 2.16868691991681e-06
15 10013595 10506520 15 9697048 15 10189973 3.66688644317088e-06
15 10506520 10999445 15 10189973 15 10682898 3.13637977379925e-06
15 10999445 11492370 15 10682898 15 11175823 4.13044580818584e-06
15 11492370 11985295 15 11175823 15 11668748 1.91205558654967e-06
15 11985295 12478220 15 11668748 15 12161673 3.30273368159456e-06
15 12478220 12971145 15 12161673 15 12654598 5.50489425368972e-06
15 12971145 13464070 15 12654598 15 13147523 1.19490794745651e-06
15 13464070 13956995 15 13147523 15 13640448 2.34011259319369e-06
15 13956995 14449920 15 13640448 15 14133373 1.68382613987926e-07
15 15175766 15628026 15 15963743 15 15511483 3.80975545040465e-06
15 15628026 16080285 15 15511483 15 15059224 6.27627089787047e-06
15 16080285 16532544 15 15059224 15 14606965 3.80644719065845e-06
16 240064 720191 16 240064 16 720191 1.98905706198568e-06
16 720191 1200318 16 720191 16 1200318 1.40483663697313e-06
16 1200318 1680445 16 1200318 16 1680445 5.30172225265399e-06
16 1680445 2160572 16 1680445 16 2160572 3.30954101727251e-06
16 2160572 2640699 16 2160572 16 2640699 8.51024833012932e-06
16 2640699 3120826 16 2640699 16 3120826 1.19176801138032e-05
16 3120826 3600954 16 3120826 16 3600954 6.26812016795521e-06
16 3600954 4081082 16 3600954 16 4081082 3.63340609170888e-06
16 4081082 4561210 16 4081082 16 4561210 3.82814582777926e-06
16 4561210 5041338 16 4561210 16 5041338 1.74640929085578e-06
16 5041338 5529819 16 5041338 16 5529819 2.79437685396156e-06
16 5529819 6024652 16 5529819 16 6024652 2.34523566536589e-06
16 6024652 6519485 16 6024652 16 6519485 1.46109899703536e-06
16 6519485 7014318 16 6519485 16 7014318 2.79690319764445e-06
16 7014318 7509152 16 7014318 16 7509152 1.17312068289568e-06
16 7509152 8003986 16 7509152 16 8003986 1.54092079363989e-06
16 8003986 8498820 16 8003986 16 8498820 9.90231067388252e-07
16 8498820 8993654 16 8498820 16 8993654 1.43179328825424e-06
16 8993654 9488488 16 8993654 16 9488488 1.60356806525016e-06
16 9488488 9983322 16 9488488 16 9983322 8.73020043085157e-07
16 9983322 10478156 16 9983322 16 10478156 6.42639753937687e-07
16 10478156 10972990 16 10478156 16 10972990 8.47759046468111e-07
16 10972990 11467824 16 10972990 16 11467824 1.19332948018931e-06
16 11467824 11962658 16 11467824 16 11962658 1.15089100587268e-06
16 11962658 12457492 16 11962658 16 12457492 8.25529369445107e-07
16 12457492 12952326 16 12457492 16 12952326 3.35466035074386e-07
16 12952326 13447160 16 12952326 16 13447160 1.97844125504715e-06
16 13447160 13941994 16 13447160 16 13941994 3.15459325753687e-06
16 13941994 14436828 16 13941994 16 14436828 3.12124874200237e-06
16 14436828 14931662 16 14436828 16 14931662 4.03367593981011e-06
16 14931662 15426496 16 14931662 16 15426496 8.24518929580426e-06
16 15426496 15921330 16 15426496 16 15921330 9.1687313321235e-06
16 15921330 16413003 16 15921330 16 17872533 1.51096358758768e-05
16 16413003 16899513 16 17872533 16 17386023 2.8135084582023e-05
16 16899513 17386023 16 17386023 16 16899513 9.53115043883989e-06
16 17386023 17872533 16 16899513 16 16413003 1.74713777722924e-08
17 647138 851944 17 307210 17 102404 6.27423024716073e-06
17 851944 1013072 17 102404 17 583786 6.02626483292786e-06
17 1013072 1128520 17 583786 17 468338 4.89397824128612e-06
17 1279769 1353695 17 735035 17 808961 1.11733354976598e-05
17 1353695 1437863 17 808961 17 893129 6.8553369451573e-06
17 2169939 2629267 17 1625205 17 2084533 1.0074500139334e-05
17 2629267 3088595 17 2084533 17 2543861 2.19396596767452e-05
17 3088595 3547924 17 2543861 17 3003190 7.82772261276775e-06
17 3547924 4007253 17 3003190 17 3462519 6.46921923066038e-06
17 4007253 4466582 17 3462519 17 3921848 5.03778337531486e-06
17 4466582 4925911 17 3921848 17 4381177 3.75003537769224e-06
17 4925911 5385240 17 4381177 17 4840506 2.84327791191063e-06
17 5385240 5844569 17 4840506 17 5299835 2.77796524930932e-06
17 5844569 6303898 17 5299835 17 5759164 9.26351264562001e-07
17 6303898 6763227 17 5759164 17 6218493 1.31496160703983e-06
17 12339975 12819621 17 6688980 17 7168626 3.61725105598714e-07
17 12819621 13299267 17 7168626 17 7648272 2.01190044324361e-07
17 13299267 13778913 17 7648272 17 8127918 5.94188213807683e-07
17 13778913 14258559 17 8127918 17 8607564 1.43856093869227e-07
17 14258559 14738205 17 8607564 17 9087210 1.31659598954229e-06
17 14738205 15217851 17 9087210 17 9566856 2.46535986957048e-06
17 15217851 15697497 17 9566856 17 10046502 1.98271225028458e-06
17 15697497 16177143 17 10046502 17 10526148 3.75902227893071e-06
17 16177143 16656789 17 10526148 17 11005794 7.63583976516013e-06
17 16656789 17136435 17 11005794 17 11485440 9.52681769471652e-06
17 17136435 17616081 17 11485440 17 11965086 1.3566255113146e-05
17 17616081 18095727 17 11965086 17 12444732 2.00283125471702e-05
17 18095727 18575373 17 12444732 17 12924378 1.4361633371278e-05
17 18575373 19055019 17 12924378 17 13404024 4.99326586691017e-06
17 19055019 19534666 17 13404024 17 13883671 3.66102571265953e-06
17 19534666 20014313 17 13883671 17 14363318 2.67071408765196e-06
18 241130 723389 18 241130 18 723389 7.08125716679212e-07
18 723389 1205648 18 723389 18 1205648 4.1886206374583e-06
18 1205648 1687907 18 1205648 18 1687907 6.65928474118679e-06
18 1687907 2170166 18 1687907 18 2170166 1.34533518296185e-05
18 2170166 2652425 18 2170166 18 2652425 8.98272505023234e-06
18 2652425 3134684 18 2652425 18 3134684 7.35600579771451e-06
18 3134684 3616944 18 3134684 18 3616944 4.45610251731431e-06
18 3616944 4099204 18 3616944 18 4099204 1.41417492638825e-06
18 4099204 4581464 18 4099204 18 4581464 9.4347447434991e-08
18 4581464 5070408 18 4581464 18 5070408 1.90205831342652e-07
18 5070408 5564036 18 5070408 18 5564036 1.53962092912069e-07
18 5564036 6057664 18 5564036 18 6057664 4.62899187242219e-07
18 6057664 6551292 18 6057664 18 6551292 4.32511932062197e-07
18 6551292 7044920 18 6551292 18 7044920 1.27221308353659e-06
18 7044920 7538548 18 7044920 18 7538548 2.04303645660294e-06
18 7538548 8032176 18 7538548 18 8032176 2.73080133217727e-06
18 8032176 8525804 18 8032176 18 8525804 1.24182582835658e-06
18 8525804 9019432 18 8525804 18 9019432 1.62673106063675e-06
18 9019432 9513061 18 9019432 18 9513061 2.03999359843122e-06
18 9513061 10006690 18 9513061 18 10006690 3.71736668631705e-06
18 10006690 10500319 18 10006690 18 10500319 2.13318099220265e-06
18 10500319 10993948 18 10500319 18 10993948 3.19571986248782e-06
18 10993948 11487577 18 10993948 18 11487577 2.80372506477536e-06
18 11487577 11981206 18 11487577 18 11981206 3.76092166384065e-06
18 11981206 12464125 18 11981206 18 12464125 2.76133264584744e-06
18 12464125 12934334 18 12464125 18 12934334 2.761537954399e-06
18 12934334 13404543 18 12934334 18 13404543 4.91908917098568e-06
18 13404543 13874752 18 13404543 18 13874752 1.15576265022575e-05
18 13874752 14344961 18 13874752 18 14344961 1.45562930526638e-05
18 14344961 14815170 18 14344961 18 14815170 1.35184566862821e-05
18 14815170 15285379 18 14815170 18 15285379 1.64937293841675e-05
18 15285379 15755588 18 15285379 18 15755588 1.06612166079339e-05
19 132412 397237 19 132412 19 397237 4.22165581044086e-06
19 928746 1399118 19 765835 19 1236207 1.82855271997483e-05
19 1399118 1869490 19 1236207 19 1706579 2.59029023836453e-05
19 1869490 2339862 19 1706579 19 2176951 2.22440961621865e-05
19 2339862 2810234 19 2176951 19 2647323 1.01419727364724e-05
19 2810234 3280606 19 2647323 19 3117695 3.0082572942267e-06
19 3280606 3750978 19 3117695 19 3588067 6.68619730766285e-07
19 4445051 4942518 19 19991927 19 19494460 8.28195639107725e-07
19 4942518 5439985 19 19494460 19 18996993 5.14003943980203e-06
19 5439985 5937452 19 18996993 19 18499526 9.53832113486923e-07
19 5937452 6434919 19 18499526 19 18002059 1.43426599151301e-06
19 6434919 6932386 19 18002059 19 17504592 4.6837277648567e-07
19 6932386 7429853 19 17504592 19 17007125 1.48753585664979e-06
19 7429853 7927320 19 17007125 19 16509658 3.0564841486973e-06
19 7927320 8424787 19 16509658 19 16012191 1.18500322634466e-06
19 8424787 8922254 19 16012191 19 15514724 2.6202743096527e-06
19 8922254 9419721 19 15514724 19 15017257 2.69364601069016e-07
19 9419721 9917188 19 15017257 19 14519790 1.68855421565658e-07
19 9917188 10414655 19 14519790 19 14022323 1.91972532851421e-07
19 10414655 10912122 19 14022323 19 13524856 3.28665016976006e-07
19 10912122 11409589 19 13524856 19 13027389 2.16094735932236e-07
19 11409589 11907056 19 13027389 19 12529922 5.48780120088374e-07
19 11907056 12404523 19 12529922 19 12032455 1.00107142785351e-06
19 12404523 12901990 19 12032455 19 11534988 3.01527538510089e-07
19 12901990 13399457 19 11534988 19 11037521 4.50281124175071e-07
19 13399457 13896924 19 11037521 19 10540054 2.92481712354793e-07
19 13896924 14394391 19 10540054 19 10042587 2.91476620559755e-07
19 14394391 14891858 19 10042587 19 9545120 3.27659925180967e-07
19 14891858 15389325 19 9545120 19 9047653 3.12181511537448e-06
19 15389325 15886792 19 9047653 19 8550186 3.28262980257987e-06
19 15886792 16384259 19 8550186 19 8052719 4.43144972430332e-06
19 16384259 16881726 19 8052719 19 7555252 3.53189256774822e-06
19 16881726 17379193 19 7555252 19 7057785 3.07960125998307e-06
19 17379193 17876660 19 7057785 19 6560318 6.52304574976834e-06
19 17876660 18374127 19 6560318 19 6062851 7.15223321345938e-06
19 18374127 18871593 19 6062851 19 5565385 1.03685478002517e-05
19 18871593 19369059 19 5565385 19 5067919 1.45587839168908e-05
19 19369059 19866525 19 5067919 19 4570453 4.76313959144947e-06
19 19866525 20363991 19 4570453 19 4072987 1.75388870797199e-06
20 526854 734721 20 103933 20 311800 3.13662101247433e-06
20 734721 883496 20 311800 20 460575 4.56729961351033e-06
20 883496 971181 20 460575 20 548260 3.86040942008326e-06
20 1381821 1501840 20 653112 20 773131 1.97385413976121e-05
20 1501840 1807375 20 773131 20 17706312 2.01809939941414e-05
20 1807375 2296424 20 17706312 20 17217263 1.46529284386636e-05
20 2296424 2785473 20 17217263 20 16728214 2.00419589857049e-05
20 2785473 3274522 20 16728214 20 16239165 9.49189140556468e-06
20 3274522 3763571 20 16239165 20 15750116 9.55323495191688e-06
20 3763571 4252620 20 15750116 20 15261067 5.33688853264192e-06
20 4252620 4741669 20 15261067 20 14772018 3.633582728929e-06
20 4741669 5230718 20 14772018 20 14282969 3.15919263713861e-06
20 5230718 5719767 20 14282969 20 13793920 6.48196806454977e-07
20 5719767 6208816 20 13793920 20 13304871 3.30232757862717e-07
20 6208816 6697865 20 13304871 20 12815822 7.61682367206563e-07
20 6697865 7186914 20 12815822 20 12326773 5.01994687648886e-07
20 7186914 7675963 20 12326773 20 11837724 1.20846786313845e-06
20 7675963 8165012 20 11837724 20 11348675 5.31644068385789e-07
20 8165012 8654061 20 11348675 20 10859626 4.99949902770483e-07
20 8654061 9143109 20 10859626 20 10370578 5.76630514796094e-07
20 9143109 9632157 20 10370578 20 9881530 2.14702851253866e-07
20 9632157 10121205 20 9881530 20 9392482 7.22832932554671e-07
20 10121205 10610253 20 9392482 20 8903434 4.04868233793003e-07
20 10610253 11099301 20 8903434 20 8414386 3.82375554137838e-07
20 11099301 11588349 20 8414386 20 7925338 4.77458245407402e-07
20 11588349 12077397 20 7925338 20 7436290 6.77847573244348e-07
20 12077397 12566445 20 7436290 20 6947242 5.58227413260047e-07
20 12566445 13055493 20 6947242 20 6458194 1.81372789583027e-06
20 13055493 13544541 20 6458194 20 5969146 5.41869100783572e-07
20 13544541 14033589 20 5969146 20 5480098 1.32604570512505e-06
20 14033589 14522637 20 5480098 20 4991050 5.75608120266316e-07
20 14522637 15011685 20 4991050 20 4502002 6.05973237800789e-06
20 15011685 15500733 20 4502002 20 4012954 5.82458163615841e-06
20 15500733 15989781 20 4012954 20 3523906 7.4348530205624e-06
20 15989781 16478829 20 3523906 20 3034858 6.58422077178518e-06
20 16478829 16967877 20 3034858 20 2545810 6.56070569760024e-06
20 16967877 17456925 20 2545810 20 2056762 4.05072712698958e-06
20 17456925 17945973 20 2056762 20 1567714 3.37390194827501e-06
20 17945973 18435021 20 1567714 20 1078666 2.22882007492106e-06
20 18435021 18903074 20 1078666 20 18174365 9.25108908606519e-07
20 18903074 19348133 20 18174365 20 18619424 1.39869096007495e-06
20 19348133 19793192 20 18619424 20 19064483 3.91633468820987e-06
20 19793192 20238251 20 19064483 20 19509542 9.74028162558212e-07
21 4684235 5168269 21 540087 21 1024121 1.71475557502159e-07
21 5168269 5652303 21 1024121 21 1508155 1.01232558043442e-07
21 5652303 6136338 21 1508155 21 1992190 2.33454192362122e-07
21 6136338 6620373 21 1992190 21 2476225 4.88601030917187e-07
21 6620373 7104408 21 2476225 21 2960260 2.01948206224756e-06
21 7104408 7588443 21 2960260 21 3444295 1.19826045637195e-07
21 7588443 8072478 21 3444295 21 3928330 4.54512586899709e-07
21 8072478 8556513 21 3928330 21 4412365 2.39238898013573e-06
21 8556513 9040548 21 4412365 21 4896400 1.16417201235448e-06
21 9040548 9524583 21 4896400 21 5380435 1.94097534269216e-06
21 9524583 10008618 21 5380435 21 5864470 8.78035679238071e-07
21 10008618 10492653 21 5864470 21 6348505 3.65469439193447e-06
21 10492653 10976688 21 6348505 21 6832540 3.66812317291105e-06
21 10976688 11460723 21 6832540 21 7316575 4.13193260817907e-08
21 11460723 11944758 21 7316575 21 7800610 3.93773177559474e-06
21 11944758 12428793 21 7800610 21 8284645 1.82838017911928e-06
21 12428793 12912828 21 8284645 21 8768680 7.3155866827812e-06
21 12912828 13396863 21 8768680 21 9252715 1.0055058002004e-05
21 13396863 13877735 21 9252715 21 9733587 7.68187792177544e-06
21 13877735 14353444 21 9733587 21 10209296 7.68116642737472e-06
21 14353444 14829153 21 10209296 21 10685005 1.12905158405664e-05
21 14829153 15304862 21 10685005 21 11160714 1.31498458090976e-05
21 16504778 16638161 21 11466260 21 11599643 1.85405936288732e-05
