chromosome_BroadS1	pos1	pos2	gen1	gen2	rate
6	1671088	1477593	8.1944424	8.6505019	2.356957544
6	1477593	1460813	8.6505019	8.650502	5.95948E-06
6	1460813	1378226	8.650502	9.0058213	4.302363568
6	1378226	1348888	9.0058213	9.0058214	3.40855E-06
6	1348888	1157676	9.0058214	9.2423326	1.236905634
6	1157676	1010580	9.2423326	9.7166342	3.224435743
6	1010580	954425	9.7166342	9.8940999	3.160283145
6	954425	941164	9.8940999	9.8941	7.54091E-06
6	941164	839475	9.8941	9.8941001	9.83391E-07
6	839475	4644378	9.8941001	14.0773926	2.931379474
6	4644378	4691127	14.0773926	14.254657	3.79183298
6	4691127	4803218	14.254657	14.4321214	1.583217207
6	4803218	4848625	14.4321214	14.7531758	7.07059264
6	4848625	5118295	14.7531758	16.3980384	6.099538695
6	5118295	5346137	16.3980384	16.3980385	4.38901E-07
6	5346137	5380914	16.3980385	16.5755041	5.102958852
6	5380914	6007515	16.5755041	17.2874703	1.13623534
6	6007515	6024599	17.2874703	17.2874704	5.85343E-06
6	6024599	6165315	17.2874704	17.6934246	2.884918559
6	6165315	6545294	17.6934246	18.507991	2.143714258
6	6545294	6970521	18.507991	18.7106306	0.476544528
6	6970521	7287592	18.7106306	19.0659125	1.120512125
6	7287592	8010236	19.0659125	19.5993651	0.738195571
6	8010236	8075918	19.5993651	19.9546348	5.408935477
6	8075918	8097004	19.9546348	19.9546349	4.74248E-06
6	8097004	8363496	19.9546349	20.1762188	0.831484247
6	8363496	8826854	20.1762188	20.8437923	1.440729414
6	8826854	9145321	20.8437923	21.6752072	2.610678343
6	9145321	9206839	21.6752072	22.0894907	6.734346045
6	9206839	9312560	22.0894907	22.0894908	9.45886E-07
6	9312560	9824191	22.0894908	23.6989632	3.145767946
6	9824191	9840051	23.6989632	23.6989633	6.30517E-06
6	9840051	9887887	23.6989633	23.6989634	2.09048E-06
6	9887887	9963262	23.6989634	23.6989635	1.3267E-06
6	9963262	9980244	23.6989635	23.8764295	10.45024143
6	9980244	10032451	23.8764295	23.8764296	1.91545E-06
6	10032451	10190034	23.8764296	23.8764297	6.34586E-07
6	10190034	10524303	23.8764297	24.0538946	0.530904451
6	10524303	10534349	24.0538946	24.0538947	9.95421E-06
6	10534349	10593734	24.0538947	24.2313595	2.988377536
6	10593734	10754676	24.2313595	24.2313596	6.21342E-07
6	10754676	10955667	24.2313596	24.9431971	3.54163868
6	10955667	10986677	24.9431971	24.9431972	3.22477E-06
6	10986677	11005734	24.9431972	25.1206621	9.312320932
6	11005734	11046331	25.1206621	25.1206622	2.46324E-06
6	11046331	11206670	25.1206622	25.1206623	6.23679E-07
6	11206670	11381093	25.1206623	26.0112656	5.105996916
6	11381093	11421611	26.0112656	26.2330188	5.47295523
6	11421611	11577919	26.2330188	26.4547921	1.418822453
6	11577919	11863496	26.4547921	26.899244	1.556329466
6	11863496	12009218	26.899244	26.8992441	6.86238E-07
6	12009218	12241310	26.8992441	27.7897804	3.836996967
6	12241310	12603599	27.7897804	28.6803836	2.458267295
6	12603599	12733534	28.6803836	28.9168437	1.819833763
6	12733534	12967297	28.9168437	29.3910232	2.028462588
6	12967297	13009837	29.3910232	29.3910233	2.35073E-06
6	13009837	13133848	29.3910233	29.391027	2.98361E-05
6	13133848	13171606	29.391027	29.5684748	4.69960803
6	13171606	13297627	29.5684748	30.1018975	4.232808024
6	13297627	13304445	30.1018975	30.1018976	1.46671E-05
6	13304445	14010981	30.1018976	33.9447258	5.43897013
6	14010981	14254292	33.9447258	36.5201005	10.58470312
6	14254292	14388119	36.5201005	37.1906955	5.010909607
6	14388119	14411149	37.1906955	37.4932938	13.1393096
6	14411149	14412891	37.4932938	37.4932939	5.74053E-05
6	14412891	14519667	37.4932939	38.5644048	10.03138252
6	14519667	14585702	38.5644048	39.096289	8.054580147
6	14585702	14681607	39.096289	39.9707601	9.118097075
6	14681607	14785568	39.9707601	40.8452698	8.411901578
6	14785568	14874512	40.8452698	41.2326011	4.354777163
6	14874512	15086016	41.2326011	42.6456166	6.680797999
6	15086016	15171259	42.6456166	44.3319849	19.78307075
6	15171259	15237087	44.3319849	46.4234452	31.77159112
6	15237087	15270971	46.4234452	46.6007933	5.233977689
6	15270971	15292785	46.6007933	47.1341738	24.45129275
6	15292785	15295473	47.1341738	47.1341739	3.72024E-05
6	15295473	15420200	47.1341739	48.5630133	11.45573452
6	15420200	15666858	48.5630133	52.2573178	14.97743637
6	15666858	15801739	52.2573178	53.5632273	9.681938153
6	15801739	16172161	53.5632273	57.4164335	10.40220667
6	16172161	16490868	57.4164335	59.5394473	6.661334078
6	16490868	16538684	59.5394473	59.921332	7.986546344
6	16538684	16724718	59.921332	59.9213321	5.37536E-07
6	16724718	33196456	59.9213321	60.4546329	1.469273685
7	425151	1100590	0	2.9666883	4.392237197
7	1100590	1191114	2.9666883	3.5912042	6.898898635
7	1191114	1312879	3.5912042	4.4816904	7.313154026
7	1312879	1449333	4.4816904	5.015013	3.908442405
7	1449333	1526446	5.015013	5.5814226	7.345189527
7	1526446	2681223	5.5814226	10.8510355	4.563316467
7	2681223	2689863	10.8510355	10.8510356	1.15741E-05
7	2689863	2724507	10.8510356	10.8510357	2.8865E-06
7	2724507	2822541	10.8510357	11.1445201	2.993700145
7	2822541	2979646	11.1445201	11.748442	3.844065434
7	2979646	3054493	11.748442	12.1250331	5.031478884
7	3054493	4200604	12.1250331	22.9742444	9.466108693
7	4200604	4315400	22.9742444	23.5673125	5.166278442
7	4315400	4400747	23.5673125	24.5709185	11.75912452
7	4400747	4970139	24.5709185	26.2424328	2.935612548
7	4970139	5132335	26.2424328	27.0723655	5.116850601
7	5132335	5242300	27.0723655	27.6315551	5.085159824
7	5242300	6717363	27.6315551	30.8468078	2.179739238
7	6717363	6786381	30.8468078	31.0336237	2.706770697
7	6786381	6790304	31.0336237	31.0336238	2.54907E-05
7	6790304	6951931	31.0336238	31.0336239	6.18708E-07
7	6951931	6979666	31.0336239	31.033624	3.60555E-06
7	6979666	7793574	31.033624	33.7326813	3.316170009
7	7793574	7907507	33.7326813	33.9100056	1.556391037
7	7907507	8482600	33.9100056	34.2652511	0.617718352
7	8482600	8687337	34.2652511	34.7393989	2.315887211
7	8687337	8833524	34.7393989	34.9758814	1.617671202
7	8833524	9020343	34.9758814	34.9758815	5.35277E-07
7	9020343	9127448	34.9758815	35.1533407	1.656871295
7	9127448	9261517	35.1533407	35.1533408	7.45885E-07
7	9261517	9265484	35.1533408	35.1533409	2.5208E-05
7	9265484	9515591	35.1533409	35.3308002	0.70953352
7	9515591	9549817	35.3308002	35.3308003	2.92176E-06
7	9549817	9744915	35.3308003	35.3308004	5.12563E-07
7	9744915	10034956	35.3308004	35.3308005	3.44779E-07
7	10675937	11386868	35.6857195	35.6857196	1.40661E-07
7	11386868	11412444	35.6857196	35.6857197	3.90992E-06
7	11412444	11975971	35.6857197	35.6857198	1.77454E-07
7	11975971	12153130	35.6857198	35.6857199	5.64465E-07
7	12153130	12647618	35.6857199	36.0409531	0.718385886
7	12647618	12791087	36.0409531	36.0409532	6.97015E-07
7	12791087	12806299	36.0409532	36.0409533	6.57376E-06
7	12806299	12830056	36.0409533	36.0409534	4.20929E-06
7	12830056	13077680	36.0409534	36.0409535	4.03838E-07
7	13077680	13161274	36.0409535	36.0409536	1.19626E-06
7	13161274	13171614	36.0409536	36.0409537	9.67118E-06
7	13171614	13283828	36.0409537	36.0409538	8.91154E-07
7	13283828	13526526	36.0409538	36.2184142	0.731198444
7	13526526	13533361	36.2184142	36.2184143	1.46306E-05
7	13533361	13560983	36.2184143	36.2184144	3.6203E-06
7	13560983	13676032	36.2184144	36.2184145	8.69195E-07
7	13676032	13721150	36.2184145	36.2184146	2.21641E-06
7	13721150	14106168	36.2184146	36.5736524	0.922652447
7	14106168	14428187	36.5736524	36.5736525	3.10541E-07
7	14428187	15030275	36.5736525	36.5736526	1.66089E-07
7	15030275	15829821	36.5736526	36.5736527	1.25071E-07
7	15829821	15966248	36.5736527	36.5736528	7.32993E-07
7	15966248	16171544	36.5736528	36.8289826	1.243715416
7	16171544	16360004	36.8289826	36.8289827	5.30617E-07
7	16360004	16762504	36.8289827	37.1560952	0.812701863
7	16762504	16810385	37.1560952	37.365326	4.369808484
7	16810385	17521318	37.365326	37.9951719	0.885942698
7	17521318	17534417	37.9951719	37.995172	7.63417E-06
7	17534417	17631529	37.995172	37.9951721	1.02974E-06
7	17631529	17692696	37.9951721	37.9951722	1.63487E-06
7	17692696	17778146	37.9951722	37.9951723	1.17028E-06
7	17778146	17808271	37.9951723	37.9951724	3.3195E-06
7	17808271	17939909	37.9951724	38.4382618	3.365968793
7	17939909	18979311	38.4382618	39.778373	1.289309815
7	18979311	19048568	39.778373	39.7783731	1.4439E-06
7	19048568	19585037	39.7783731	40.311739	0.994215696
7	19585037	19688901	40.311739	40.3117391	9.62797E-07
7	19688901	19718975	40.3117391	40.3117392	3.32513E-06
7	19718975	19859123	40.3117392	40.3117393	7.13531E-07
7	19859123	19933165	40.3117393	40.6669907	4.797971422
7	19933165	20102808	40.6669907	40.6669908	5.89473E-07
7	20102808	20318471	40.6669908	40.8444555	0.822879678
7	20318471	20325655	40.8444555	40.8444556	1.39198E-05
7	20325655	21521036	40.8444556	42.3984309	1.299983269
7	21521036	21751570	42.3984309	42.398431	4.33776E-07
7	21751570	22065550	42.398431	43.0898438	2.202091853
7	22065550	22707622	43.0898438	44.7773863	2.628276112
7	22707622	23004920	44.7773863	45.6330746	2.878217479
7	23004920	23011616	45.6330746	45.6330747	1.49343E-05
7	23011616	23182246	45.6330747	46.1986664	3.314726015
7	23182246	23226790	46.1986664	46.5538438	7.973630568
7	23226790	23438898	46.5538438	47.9826677	6.736303675
7	23438898	23841915	47.9826677	47.9826678	2.48128E-07
7	23841915	24227114	47.9826678	51.4117368	8.902071397
7	24227114	24427972	51.4117368	52.4808697	5.322829561
7	24427972	24586757	52.4808697	52.6728648	1.209151368
7	24586757	25024356	52.6728648	54.7658759	4.78294306
7	25024356	25190501	54.7658759	56.2359122	8.847911764
7	25190501	25513364	56.2359122	59.8469929	11.18456032
7	25513364	25566325	59.8469929	60.3208775	8.9478031
7	25566325	25597997	60.3208775	60.5573457	7.466159384
7	25597997	25606763	60.5573457	60.5573458	1.14077E-05
7	25606763	25821498	60.5573458	62.2981268	8.106647729
7	25821498	25874173	62.2981268	62.9273188	11.94479355
7	25874173	26095403	62.9273188	64.5651457	7.40327668
7	26095403	26384089	64.5651457	66.6355551	7.171838607
7	26384089	26399533	66.6355551	66.6355552	6.47501E-06
7	26399533	26428014	66.6355552	66.8281554	6.762410028
7	26428014	26534646	66.8281554	68.8455214	18.91895491
7	26534646	27044475	68.8455214	72.7499517	7.658313474
7	27044475	27051683	72.7499517	72.9384811	26.15557714
8	1094730	1191744	0	0.0000001	1.03078E-06
8	1191744	1547346	0.0000001	1.6450182	4.626009134
8	1547346	1697501	1.6450182	2.1854309	3.599032333
8	1697501	2438251	2.1854309	5.3465479	4.267454607
8	2438251	3279438	5.3465479	10.4872793	6.111282509
8	3279438	3339670	10.4872793	11.0369836	9.126449396
8	3339670	3346559	11.0369836	11.0369837	1.45159E-05
8	3346559	3360590	11.0369837	11.214415	12.64566317
8	3360590	3716823	11.214415	12.0695723	2.400556097
8	3716823	3812237	12.0695723	12.2822082	2.228560798
8	3812237	3940602	12.2822082	12.459668	1.382462509
8	3940602	3972175	12.459668	12.6371165	5.620260982
8	3972175	4021860	12.6371165	13.051634	8.342910335
8	4021860	4072681	13.051634	13.2585299	4.071071014
8	4072681	4250749	13.2585299	13.8813123	3.497441427
8	4250749	4265000	13.8813123	13.8813124	7.01705E-06
8	4265000	4349580	13.8813124	14.2365734	4.200295578
8	4349580	4370307	14.2365734	14.2365735	4.82462E-06
8	4370307	4672670	14.2365735	14.4140383	0.58692631
8	4672670	4689088	14.4140383	14.4140384	6.09088E-06
8	4689088	4728002	14.4140384	14.4140385	2.56977E-06
8	4728002	4976511	14.4140385	15.7244885	5.273249661
8	4976511	6437224	15.7244885	18.2230885	1.710534513
8	6437224	7518580	18.2230885	19.068742	0.782030617
8	7518580	7856752	19.068742	19.6345823	1.673232261
8	7856752	9762849	19.6345823	22.117299	1.302513303
8	9762849	10224305	22.117299	22.1172991	2.16705E-07
8	10224305	10297536	22.1172991	22.1172992	1.36554E-06
8	10297536	11554739	22.1172992	23.1075454	0.787658159
8	11554739	12280091	23.1075454	23.8986201	1.090608008
8	12280091	12335288	23.8986201	23.8986202	1.81169E-06
8	12335288	12532227	23.8986202	23.8986203	5.07771E-07
8	12532227	12551673	23.8986203	23.8986204	5.14245E-06
8	12551673	12554906	23.8986204	23.8986205	3.0931E-05
8	12554906	12596803	23.8986205	23.8986206	2.38681E-06
8	12596803	12722791	23.8986206	24.156558	2.047317205
8	12722791	12811458	24.156558	24.4679795	3.512259352
8	12811458	12836874	24.4679795	24.4679796	3.93453E-06
8	12836874	12869035	24.4679796	24.4679797	3.10936E-06
8	12869035	13135074	24.4679797	25.6539371	4.457832874
8	13135074	13364245	25.6539371	25.857112	0.886564618
8	13364245	13586623	25.857112	26.3904438	2.398311883
8	13586623	14091256	26.3904438	27.4601429	2.119756536
8	14091256	14145406	27.4601429	27.6933608	4.306886427
8	14145406	14149245	27.6933608	27.6933609	2.60484E-05
8	14149245	14166631	27.6933609	28.2013682	29.21933165
8	14166631	14757905	28.2013682	29.4296407	2.077332167
8	14757905	15029927	29.4296407	30.6263345	4.399253737
8	15029927	15072896	30.6263345	30.8456607	5.104289139
8	15072896	15093665	30.8456607	30.8456608	4.81487E-06
8	15093665	15261306	30.8456608	32.2747718	8.524829845
8	15261306	15321058	32.2747718	32.2747719	1.67358E-06
8	15321058	15338487	32.2747719	32.4642343	10.87052613
8	15338487	16066742	32.4642343	36.2956576	5.261101263
8	16066742	16224523	36.2956576	37.660388	8.649523073
8	16224523	16247484	37.660388	37.9035217	10.58898567
8	16247484	16515184	37.9035217	39.8354536	7.216779604
8	16515184	16563085	39.8354536	40.0128073	3.702505167
8	16563085	16681552	40.0128073	40.7778205	6.457605916
8	16681552	17256708	40.7778205	47.3504249	11.42751601
8	17256708	17286561	47.3504249	47.5317409	6.073627441
8	17286561	17389682	47.5317409	48.0778577	5.295883477
8	17389682	17408602	48.0778577	48.0778578	5.28541E-06
8	17408602	17444137	48.0778578	48.0778579	2.81413E-06
8	17444137	17550104	48.0778579	48.7896249	6.716874121
8	17550104	17555518	48.7896249	48.789625	1.84706E-05
8	17555518	17595927	48.789625	49.1931054	9.984914252
8	17595927	17716252	49.1931054	50.9370427	14.49355745
8	17716252	17921865	50.9370427	52.3187782	6.720078497
8	17921865	18000939	52.3187782	52.8731134	7.010334623
8	18000939	18120997	52.8731134	53.4724172	4.991785637
8	18120997	18142786	53.4724172	54.8205721	61.87318831
8	18142786	18228946	54.8205721	55.3357066	5.978812674
8	18228946	18257821	55.3357066	55.5683313	8.056266667
8	18257821	18268378	55.5683313	55.5683314	9.47239E-06
8	18268378	18364603	55.5683314	56.4127931	8.775907508
8	18364603	18882338	56.4127931	57.8363018	2.749492887
8	18882338	19083871	57.8363018	58.421282	2.902652171
8	19083871	19362031	58.421282	58.4212821	3.59505E-07
9	166583	247017	0	0.0000001	1.24326E-06
9	247017	268182	0.0000001	0.0000002	4.72478E-06
9	268182	621952	0.0000002	1.5309945	4.327654408
9	621952	819101	1.5309945	1.9641272	2.196981471
9	819101	856713	1.9641272	2.3193704	9.444943103
9	856713	1204167	2.3193704	3.3894918	3.079893741
9	1204167	1254658	3.3894918	3.7447164	7.035404329
9	1254658	1486919	3.7447164	4.635547	3.835472163
9	1486919	1560857	4.635547	5.4849969	11.48867835
9	1560857	1677322	5.4849969	6.8368362	11.60725797
9	1677322	1702357	6.8368362	7.2083629	14.84029159
9	1702357	1887334	7.2083629	9.4647642	12.19828033
9	1887334	1955021	9.4647642	10.1765335	10.51559827
9	1955021	2053770	10.1765335	11.4096445	12.48732645
9	2053770	2083883	11.4096445	11.7132146	10.08103145
9	2083883	2195513	11.7132146	12.0957118	3.42647317
9	2195513	2222747	12.0957118	12.2866993	7.012833223
9	2222747	2343163	12.2866993	12.6692093	3.17657122
9	2343163	2800793	12.6692093	12.8466706	0.387783362
9	2800793	2855254	12.8466706	12.8466707	1.83618E-06
9	2855254	2992264	12.8466707	12.8466708	7.29874E-07
9	2992264	3744470	12.8466708	13.2019629	0.47233351
9	3744470	17599885	13.2019629	13.3794267	0.206585063
9	17599885	17574912	13.3794267	13.3794268	4.00432E-06
9	17574912	17564569	13.3794268	13.3794269	9.66837E-06
9	17564569	17261886	13.3794269	13.7347235	1.1738241
9	17261886	17094543	13.7347235	13.9121594	1.060312651
9	17094543	16825299	13.9121594	14.6660572	2.800054226
9	16825299	16725587	14.6660572	14.6660573	1.00289E-06
9	16725587	16589703	14.6660573	14.8768168	1.551025139
9	16589703	14907510	14.8768168	16.368378	0.886676618
9	14907510	14751929	16.368378	17.1227947	4.84902848
9	14751929	14512943	17.1227947	17.1227948	4.18435E-07
9	14512943	14298974	17.1227948	17.1227949	4.67357E-07
9	14298974	13978359	17.1227949	17.3002743	0.553559253
9	13978359	13968048	17.3002743	17.3002744	9.69838E-06
9	13968048	13834675	17.3002744	17.4777539	1.330700367
9	13834675	13561984	17.4777539	17.6552322	0.650840328
9	13561984	13419738	17.6552322	17.6552323	7.03007E-07
9	13419738	13240233	17.6552323	17.6552324	5.57088E-07
9	13240233	13052116	17.6552324	17.8326748	0.943255527
9	13052116	12670351	17.8326748	18.7236835	2.333919296
9	12670351	12634776	18.7236835	18.7236836	2.81096E-06
9	12634776	12390505	18.7236836	18.9011309	0.726436212
9	12390505	11151146	18.9011309	19.7056221	0.649118778
9	11151146	10956660	19.7056221	20.4583429	3.870308403
9	10956660	10651422	20.4583429	21.3236951	2.835008092
9	10651422	10508204	21.3236951	21.3236952	6.98236E-07
9	10508204	10492913	21.3236952	21.6087623	18.64280296
9	10492913	10254239	21.6087623	21.8938266	1.194366793
9	10254239	9659641	21.8938266	22.4054641	0.860476322
9	9659641	9538508	22.4054641	22.6384395	1.923302486
9	9538508	9304005	22.6384395	22.6384396	4.26434E-07
9	9304005	9238004	22.6384396	22.6384397	1.51513E-06
9	9238004	8200808	22.6384397	22.9937771	0.342594264
9	8200808	8175686	22.9937771	22.9937772	3.98057E-06
9	8175686	8064568	22.9937772	23.1712534	1.597186774
9	8064568	7834840	23.1712534	23.5265999	1.546814058
9	7834840	7769974	23.5265999	23.8819508	5.478230506
9	7769974	7722698	23.8819508	23.8819509	2.11524E-06
9	7722698	7584064	23.8819509	24.2372452	2.562822251
9	7584064	7117324	24.2372452	25.5353986	2.781320221
9	7117324	7048249	25.5353986	25.7263898	2.76498299
9	7048249	6311427	25.7263898	29.0929316	4.569002826
9	6311427	6028150	29.0929316	30.3546857	4.454135352
9	6028150	5881002	30.3546857	30.7705028	2.825842689
9	5881002	5744996	30.7705028	32.7671864	14.68084937
9	5744996	5606897	32.7671864	33.6069262	6.080708767
9	5606897	5514942	33.6069262	33.9927646	4.195948018
9	5514942	5372611	33.9927646	35.3579338	9.591509931
9	5372611	5337041	35.3579338	35.7131702	9.986966545
9	5337041	5330824	35.7131702	35.7131703	1.60849E-05
9	5330824	5113226	35.7131703	35.7131704	4.59563E-07
9	5113226	18068413	35.7131704	46.5254328	11.052669
9	18068413	18381630	46.5254328	48.7015944	6.947776142
9	18381630	18381939	48.7015944	48.9244212	721.1223301
9	18381939	18512790	48.9244212	51.657594	20.88767224
9	18512790	18692315	51.657594	51.8647627	1.153982454
9	18692315	18800654	51.8647627	51.8647628	9.23029E-07
9	18800654	19075284	51.8647628	53.0353259	4.262327859
9	19075284	19238247	53.0353259	53.5685641	3.272142756
9	19238247	19244809	53.5685641	53.5685642	1.52393E-05
9	19244809	19249985	53.5685642	53.5685643	1.93199E-05
9	19249985	19264765	53.5685643	53.5685644	6.7659E-06
9	19264765	19267062	53.5685644	53.5685645	4.3535E-05
10	272920	1530340	1.9723888	2.1497584	0.141058358
10	1530340	1709708	2.1497584	2.6240408	2.644186254
10	1709708	1905097	2.6240408	2.8605517	1.210461694
10	1905097	1922010	2.8605517	2.8605518	5.91261E-06
10	1922010	1983948	2.8605518	3.7456139	14.28948465
10	1983948	2341568	3.7456139	4.5814858	2.337318662
10	2341568	2345242	4.5814858	4.8196679	64.82909635
10	2345242	2381542	4.8196679	4.819668	2.75482E-06
10	2381542	2530679	4.819668	5.1749918	2.382532839
10	2530679	2565162	5.1749918	5.1749919	2.89998E-06
10	2565162	2647384	5.1749919	5.7085288	6.488979835
10	2647384	2648428	5.7085288	5.7085289	9.57854E-05
10	2648428	2667250	5.7085289	5.925532	11.52922644
10	2667250	3077683	5.925532	6.6797221	1.837547419
10	3077683	3115430	6.6797221	6.961702	7.470259888
10	3115430	3196904	6.961702	7.149949	2.310516238
10	3196904	4853146	7.149949	12.6242584	3.305259376
10	4853146	4858736	12.6242584	12.6242585	1.78891E-05
10	4858736	4933242	12.6242585	12.8894548	3.559395216
10	4933242	4978844	12.8894548	13.2141168	7.119468444
10	4978844	5681492	13.2141168	14.0552019	1.19702198
10	5681492	5839021	14.0552019	14.2916672	1.501090593
10	5839021	6069341	14.2916672	14.7658197	2.058668374
10	6069341	6226166	14.7658197	14.7658198	6.37653E-07
10	6226166	6362687	14.7658198	14.7658199	7.32488E-07
10	6362687	6407379	14.7658199	14.9432788	3.970708404
10	6407379	6435066	14.9432788	14.9432826	0.000137249
10	6435066	6439737	14.9432826	14.9432827	2.14087E-05
10	6439737	6444407	14.9432827	14.9432828	2.14133E-05
10	6444407	6472575	14.9432828	14.9432829	3.55013E-06
10	6472575	6562987	14.9432829	14.943283	1.10605E-06
10	6562987	6687070	14.943283	14.9432831	8.05912E-07
10	6687070	7439988	14.9432831	15.8338419	1.182809815
10	7439988	8133095	15.8338419	16.3670888	0.769357257
10	8133095	8404130	16.3670888	16.3670889	3.68956E-07
10	8404130	9116319	16.3670889	18.3378499	2.767188204
10	9116319	9252991	18.3378499	18.33785	7.31679E-07
10	9252991	9287625	18.33785	18.3378501	2.88734E-06
10	9287625	9294364	18.3378501	18.3378502	1.4839E-05
10	9294364	9642285	18.3378502	19.228558	2.560086341
10	9642285	9852932	19.228558	19.6728283	2.109074898
10	9852932	10031168	19.6728283	20.117128	2.492760722
10	10031168	10195434	20.117128	20.2945828	1.080289287
10	10195434	10254749	20.2945828	20.2945829	1.68591E-06
10	10254749	10405463	20.2945829	20.6498469	2.357206364
10	10405463	10806612	20.6498469	21.2055788	1.385350331
10	10806612	10814121	21.2055788	21.2055789	1.33174E-05
10	10814121	11652091	21.2055789	24.7869404	4.273854076
10	11652091	11662192	24.7869404	24.9808543	19.1974953
10	11662192	11668382	24.9808543	25.3361456	57.3976252
10	11668382	11692484	25.3361456	25.6914007	14.73965231
10	11692484	11758717	25.6914007	26.6053903	13.79961047
10	11758717	11841756	26.6053903	27.3116326	8.504947073
10	11841756	11931426	27.3116326	27.9798309	7.451748634
10	11931426	12525650	27.9798309	33.6044399	9.465469251
10	12525650	12557275	33.6044399	34.2108239	19.17419763
10	12557275	12983444	34.2108239	37.9723435	8.82635668
10	12983444	13055132	37.9723435	38.7436028	10.75855513
10	13055132	13096360	38.7436028	39.4555111	17.26759241
10	13096360	13103183	39.4555111	39.4555112	1.46563E-05
10	13103183	13146065	39.4555112	39.8107898	8.285028683
10	13146065	13162614	39.8107898	39.8107899	6.04266E-06
10	13162614	13221082	39.8107899	40.433445	10.64950229
10	13221082	13319355	40.433445	41.0561814	6.336800545
10	13319355	13332896	41.0561814	41.2336154	13.10346356
10	13332896	13412656	41.2336154	41.8697443	7.975537864
10	13412656	13460285	41.8697443	42.340894	9.892076256
10	13460285	13659010	42.340894	44.7314349	12.02939187
10	13659010	13907615	44.7314349	48.424353	14.85456085
10	13907615	13932032	48.424353	49.1282358	28.82757095
10	13932032	13971154	49.1282358	49.9488886	20.97675988
10	13971154	14100365	49.9488886	50.9379124	7.654331288
10	14100365	14163259	50.9379124	51.2015253	4.191383916
10	14163259	14222018	51.2015253	51.769429	9.664965367
10	14222018	14263633	51.769429	52.4976475	17.49894269
10	14263633	14663348	52.4976475	55.0579516	6.405324043
10	14663348	14705026	55.0579516	55.0579517	2.39935E-06
10	14705026	14726770	55.0579517	55.0579518	4.59897E-06
10	14726770	14739590	55.0579518	55.2354211	13.84315913
10	14739590	14808399	55.2354211	55.2354212	1.4533E-06
10	14808399	14839240	55.2354212	55.2354213	3.24244E-06
10	14839240	14892048	55.2354213	55.4128907	3.360653689
10	14892048	14903255	55.4128907	55.4128908	8.92299E-06
10	14903255	15051960	55.4128908	55.5903601	1.193431963
10	15051960	15066126	55.5903601	55.5903602	7.05916E-06
10	15066126	15164867	55.5903602	55.7678284	1.797310135
10	15164867	15189086	55.7678284	55.7678285	4.12899E-06
10	15189086	15199226	55.7678285	55.7678286	9.86193E-06
10	15199226	15295100	55.7678286	55.7678287	1.04304E-06
10	15295100	15321346	55.7678287	55.7678288	3.8101E-06
11	730024	1023695	0	0.0000001	3.40517E-07
11	1023695	1049266	0.0000001	0.0000002	3.91068E-06
11	1049266	1571149	0.0000002	0.0000003	1.91614E-07
11	1571149	1935773	0.0000003	0.0000004	2.74255E-07
11	1935773	2299155	0.0000004	1.2491054	3.437443242
11	2299155	2307144	1.2491054	1.2491055	1.25172E-05
11	2307144	2341526	1.2491055	1.4265163	5.159990693
11	2341526	2881248	1.4265163	2.6082297	2.189485328
11	2881248	2976942	2.6082297	3.3210276	7.448720923
11	2976942	3138421	3.3210276	3.9201774	3.710388348
11	3138421	3295758	3.9201774	3.9201775	6.35578E-07
11	3295758	3473014	3.9201775	5.2957658	7.760461141
11	3473014	3609775	5.2957658	5.8821332	4.287533727
11	3609775	3888048	5.8821332	6.237373	1.27658738
11	3888048	3931470	6.237373	6.2373731	2.30298E-06
11	3931470	4036086	6.2373731	6.2373732	9.55877E-07
11	4036086	4134734	6.2373732	6.6118567	3.796159071
11	4134734	4239236	6.6118567	6.7988795	1.789657614
11	4239236	4397994	6.7988795	6.9857847	1.177296262
11	4397994	5644755	6.9857847	9.6448421	2.13277236
11	5644755	6100749	9.6448421	9.6448422	2.19301E-07
11	6100749	6239999	9.6448422	9.6448423	7.18133E-07
11	6239999	6713508	9.6448423	10.1781944	1.126382181
11	6713508	6772628	10.1781944	10.1781945	1.69147E-06
11	6772628	6917728	10.1781945	10.1781946	6.8918E-07
11	6917728	7113178	10.1781946	10.6523341	2.425886416
11	7113178	7147436	10.6523341	10.8888168	6.902992002
11	7147436	7285737	10.8888168	10.8888169	7.23061E-07
11	7285737	7385764	10.8888169	11.1543001	2.654115389
11	7385764	7988692	11.1543001	11.9561673	1.329955152
11	7988692	8041558	11.9561673	11.9561674	1.89157E-06
11	8041558	8308915	11.9561674	12.1336186	0.663723785
11	8308915	8537310	12.1336186	12.4888519	1.55534622
11	8537310	8556321	12.4888519	12.488852	5.26011E-06
11	8556321	9611496	12.488852	13.4730171	0.932703201
11	9611496	9836343	13.4730171	13.7826528	1.377095091
11	9836343	10107335	13.7826528	14.6252152	3.109178131
11	10107335	10124123	14.6252152	14.6252153	5.95664E-06
11	10124123	10140558	14.6252153	14.6252154	6.08458E-06
11	10140558	10763738	14.6252154	16.053916	2.292597002
11	10763738	11036531	16.053916	16.5871526	1.954729777
11	11036531	11468450	16.5871526	17.2988343	1.64772029
11	11468450	11485932	17.2988343	17.2988344	5.72017E-06
11	11485932	11508093	17.2988344	17.4762914	8.00762601
11	11508093	11587172	17.4762914	17.6537527	2.244101468
11	11587172	11635078	17.6537527	17.6537528	2.08742E-06
11	11635078	11653699	17.6537528	17.6537529	5.37028E-06
