lg pos fst comparison group fst.outlier gen.pos nnd group2
4 6769345 1 japan_marine.al_marine allo_S TRUE 39.4717833677979 0.116993238827213 allo_S
4 7344738 1 japan_marine.al_marine allo_S TRUE 39.5887766066252 0.116993238827213 allo_S
4 7511123 1 japan_marine.al_marine allo_S TRUE 39.7638709865475 0.0657469716443728 allo_S
4 7565492 1 japan_marine.al_marine allo_S TRUE 39.8296179581919 0.0657469716443728 allo_S
4 8011951 1 japan_marine.al_marine allo_S TRUE 40.1020705000034 3.74239054963255e-05 allo_S
4 8011976 1 japan_marine.al_marine allo_S TRUE 40.1021079239089 3.74239054963255e-05 allo_S
4 8039635 1 japan_marine.al_marine allo_S TRUE 40.1435122359971 0.0414043120881971 allo_S
4 8068422 1 japan_marine.al_marine allo_S TRUE 40.1866051147014 0.0430928787043214 allo_S
4 8122933 1 japan_marine.al_marine allo_S TRUE 40.2682056952083 2.24543433020585e-05 allo_S
4 8122948 1 japan_marine.al_marine allo_S TRUE 40.2682281495516 2.24543433020585e-05 allo_S
4 8294764 1 japan_marine.al_marine allo_S TRUE 40.477369405071 3.88604348700028e-09 allo_S
4 8319367 1 japan_marine.al_marine allo_S TRUE 40.477369408957 3.88604348700028e-09 allo_S
4 8346611 1 japan_marine.al_marine allo_S TRUE 40.4773694132602 4.30319602173768e-09 allo_S
4 8518063 1 japan_marine.al_marine allo_S TRUE 40.4773694403411 1.63424829224823e-13 allo_S
4 8518064 1 japan_marine.al_marine allo_S TRUE 40.4773694403413 1.63424829224823e-13 allo_S
4 9297067 1 japan_marine.al_marine allo_S TRUE 40.5504026843359 0.0730332439946224 allo_S
4 9662258 1 japan_marine.al_marine allo_S TRUE 40.6878347315243 4.51595074224542e-06 allo_S
4 9662270 1 japan_marine.al_marine allo_S TRUE 40.687839247475 4.51595074224542e-06 allo_S
4 9707224 1 japan_marine.al_marine allo_S TRUE 40.7047567516011 1.09135476193956e-05 allo_S
4 9707253 1 japan_marine.al_marine allo_S TRUE 40.7047676651487 1.09135476193956e-05 allo_S
4 10453145 1 japan_marine.al_marine allo_S TRUE 41.0491692453443 6.69440133549415e-07 allo_S
4 10453146 1 japan_marine.al_marine allo_S TRUE 41.0491699147844 6.69440133549415e-07 allo_S
4 10703950 1 japan_marine.al_marine allo_S TRUE 41.2170681767472 0.167898261962769 allo_S
4 11790843 1 japan_marine.al_marine allo_S TRUE 42.0093136594851 0.175794817590564 allo_S
4 12104145 1 japan_marine.al_marine allo_S TRUE 42.1851084770757 0.175794817590564 allo_S
4 12321173 1 japan_marine.al_marine allo_S TRUE 42.3815397966352 1.26713533461498e-05 allo_S
4 12321187 1 japan_marine.al_marine allo_S TRUE 42.3815524679885 1.26713533461498e-05 allo_S
4 12327074 1 japan_marine.al_marine allo_S TRUE 42.3868807720702 0.00532830408171492 allo_S
4 12379741 1 japan_marine.al_marine allo_S TRUE 42.4333853320647 0.0365981507722282 allo_S
4 12466335 1 japan_marine.al_marine allo_S TRUE 42.469983482837 0.0365981507722282 allo_S
4 12626067 1 japan_marine.al_marine allo_S TRUE 42.537492730812 1.14112995248661e-05 allo_S
4 12626094 1 japan_marine.al_marine allo_S TRUE 42.5375041421115 1.14112995248661e-05 allo_S
4 12842452 1 japan_marine.al_marine allo_S TRUE 42.6559514165303 0.118447274418727 allo_S
4 13003641 1 japan_marine.al_marine allo_S TRUE 43.1803498687936 0.0373550589487692 allo_S
4 13044789 1 japan_marine.al_marine allo_S TRUE 43.2177049277424 0.0373550589487692 allo_S
4 13312476 1 japan_marine.al_marine allo_S TRUE 43.4607170708555 0.0288832642051702 allo_S
4 13344292 1 japan_marine.al_marine allo_S TRUE 43.4896003350607 2.72346594698547e-06 allo_S
4 13344295 1 japan_marine.al_marine allo_S TRUE 43.4896030585266 2.72346594698547e-06 allo_S
4 13346954 1 japan_marine.al_marine allo_S TRUE 43.4920169571789 1.54329737043213e-05 allo_S
4 13346971 1 japan_marine.al_marine allo_S TRUE 43.4920323901526 1.54329737043213e-05 allo_S
4 13435658 1 japan_marine.al_marine allo_S TRUE 43.5417003013261 0.0496679111735148 allo_S
4 13921572 1 japan_marine.al_marine allo_S TRUE 43.7990443008944 1.58882435741248e-05 allo_S
4 13921602 1 japan_marine.al_marine allo_S TRUE 43.799060189138 1.58882435741248e-05 allo_S
4 14194473 1 japan_marine.al_marine allo_S TRUE 43.9055725164278 0.106512327289757 allo_S
4 14333020 1 japan_marine.al_marine allo_S TRUE 44.1383030616785 0.184253826419997 allo_S
4 14535918 1 japan_marine.al_marine allo_S TRUE 44.3225568880985 0.0496565022981201 allo_S
4 14675114 1 japan_marine.al_marine allo_S TRUE 44.3722133903967 0.0496565022981201 allo_S
4 15078872 1 japan_marine.al_marine allo_S TRUE 44.5446957474535 0.172482357056822 allo_S
4 15307546 1 japan_marine.al_marine allo_S TRUE 44.7699796957946 0.225283948341087 allo_S
4 16104805 1 japan_marine.al_marine allo_S TRUE 45.4133951387524 0.0397763454573692 allo_S
4 17046247 1 japan_marine.al_marine allo_S TRUE 45.4531714842098 0.014062291561757 allo_S
4 18041474 1 japan_marine.al_marine allo_S TRUE 45.4672337757716 5.20640064394229e-07 allo_S
4 18041484 1 japan_marine.al_marine allo_S TRUE 45.4672342964116 5.20640064394229e-07 allo_S
4 18084738 1 japan_marine.al_marine allo_S TRUE 45.4694862729488 0.00225197653714559 allo_S
4 18283593 1 japan_marine.al_marine allo_S TRUE 45.4798394609613 0.0103531880125303 allo_S
4 19569397 1 japan_marine.al_marine allo_S TRUE 45.5467835687749 0.00985868407879309 allo_S
4 19758754 1 japan_marine.al_marine allo_S TRUE 45.5566422528536 5.20640028867092e-08 allo_S
4 19758755 1 japan_marine.al_marine allo_S TRUE 45.5566423049177 5.20640028867092e-08 allo_S
4 19758779 1 japan_marine.al_marine allo_S TRUE 45.5566435544538 1.24953615454615e-06 allo_S
4 19758804 1 japan_marine.al_marine allo_S TRUE 45.556644856054 1.04128012878846e-07 allo_S
4 19758806 1 japan_marine.al_marine allo_S TRUE 45.556644960182 1.04128012878846e-07 allo_S
4 19758808 1 japan_marine.al_marine allo_S TRUE 45.55664506431 1.04128012878846e-07 allo_S
4 19758813 1 japan_marine.al_marine allo_S TRUE 45.55664532463 2.60320035749828e-07 allo_S
4 19835597 1 japan_marine.al_marine allo_S TRUE 45.5606430073051 0.00161643120979704 allo_S
4 19866644 1 japan_marine.al_marine allo_S TRUE 45.5622594385149 0.00161643120979704 allo_S
4 19996059 1 japan_marine.al_marine allo_S TRUE 45.5689973019161 1.39010897299841e-05 allo_S
4 19996326 1 japan_marine.al_marine allo_S TRUE 45.5690112030058 3.43622443210734e-06 allo_S
4 19996392 1 japan_marine.al_marine allo_S TRUE 45.5690146392303 3.43622443210734e-06 allo_S
4 19996822 1 japan_marine.al_marine allo_S TRUE 45.5690370267531 2.23875227973735e-05 allo_S
4 20007628 1 japan_marine.al_marine allo_S TRUE 45.5695996304073 0.000562603654230998 allo_S
4 20154475 1 japan_marine.al_marine allo_S TRUE 45.5772450735698 0.00623935053894087 allo_S
4 20274315 1 japan_marine.al_marine allo_S TRUE 45.5834844241087 2.08256025757692e-07 allo_S
4 20274319 1 japan_marine.al_marine allo_S TRUE 45.5834846323647 2.08256025757692e-07 allo_S
4 20274405 1 japan_marine.al_marine allo_S TRUE 45.5834891098693 4.4775045608958e-06 allo_S
4 20549857 1 japan_marine.al_marine allo_S TRUE 45.5978302445877 0.0143411347183999 allo_S
4 20851383 1 japan_marine.al_marine allo_S TRUE 45.6135288962116 5.20640028867092e-08 allo_S
4 20851384 1 japan_marine.al_marine allo_S TRUE 45.6135289482756 5.20640028867092e-08 allo_S
4 20856670 1 japan_marine.al_marine allo_S TRUE 45.6138041586139 0.000275210338358534 allo_S
4 20971555 1 japan_marine.al_marine allo_S TRUE 45.6197855320007 0.00598137338673865 allo_S
4 21714314 1 japan_marine.al_marine allo_S TRUE 45.6584565414045 0.0133082368934438 allo_S
4 21969927 1 japan_marine.al_marine allo_S TRUE 45.671764778298 0.0133082368934438 allo_S
4 22593677 1 japan_marine.al_marine allo_S TRUE 45.7042397023522 0.0324749240542914 allo_S
4 23873251 1 japan_marine.al_marine allo_S TRUE 45.7708594514053 4.16512051515383e-07 allo_S
4 23873259 1 japan_marine.al_marine allo_S TRUE 45.7708598679173 4.16512051515383e-07 allo_S
4 23887995 1 japan_marine.al_marine allo_S TRUE 45.7716270831171 8.85088105917475e-07 allo_S
4 23888012 1 japan_marine.al_marine allo_S TRUE 45.7716279682052 8.85088105917475e-07 allo_S
4 23912615 1 japan_marine.al_marine allo_S TRUE 45.7729088989572 1.04128012878846e-07 allo_S
4 23912617 1 japan_marine.al_marine allo_S TRUE 45.7729090030852 1.04128012878846e-07 allo_S
4 23912626 1 japan_marine.al_marine allo_S TRUE 45.7729094716612 4.6857606150752e-07 allo_S
4 23912663 1 japan_marine.al_marine allo_S TRUE 45.7729113980295 2.08256025757692e-07 allo_S
4 23912667 1 japan_marine.al_marine allo_S TRUE 45.7729116062855 2.08256025757692e-07 allo_S
4 23968844 1 japan_marine.al_marine allo_S TRUE 45.7758364059786 0.00292479969314741 allo_S
4 24225196 1 japan_marine.al_marine allo_S TRUE 45.7891831181729 1.24953615454615e-06 allo_S
4 24225220 1 japan_marine.al_marine allo_S TRUE 45.789184367709 1.04128012878846e-07 allo_S
4 24225222 1 japan_marine.al_marine allo_S TRUE 45.7891844718371 1.04128012878846e-07 allo_S
4 24492939 1 japan_marine.al_marine allo_S TRUE 45.8031228914652 3.12384038636537e-07 allo_S
4 24492945 1 japan_marine.al_marine allo_S TRUE 45.8031232038492 3.12384038636537e-07 allo_S
4 24527658 1 japan_marine.al_marine allo_S TRUE 45.8049305017068 6.24768077273075e-07 allo_S
4 24527670 1 japan_marine.al_marine allo_S TRUE 45.8049311264749 6.24768077273075e-07 allo_S
4 24590174 1 japan_marine.al_marine allo_S TRUE 45.8081853351372 1.87430423181922e-06 allo_S
4 24590210 1 japan_marine.al_marine allo_S TRUE 45.8081872094414 1.87430423181922e-06 allo_S
4 24665934 1 japan_marine.al_marine allo_S TRUE 45.8121297042696 0.00394249482819475 allo_S
4 24783406 1 japan_marine.al_marine allo_S TRUE 45.8182457672412 5.72704074386365e-07 allo_S
4 24783417 1 japan_marine.al_marine allo_S TRUE 45.8182463399452 5.72704074386365e-07 allo_S
4 24794213 1 japan_marine.al_marine allo_S TRUE 45.8188084229594 0.000351796491919742 allo_S
4 24800970 1 japan_marine.al_marine allo_S TRUE 45.8191602194513 9.89216125901748e-07 allo_S
4 24800989 1 japan_marine.al_marine allo_S TRUE 45.8191612086675 9.37152115909612e-07 allo_S
4 24801007 1 japan_marine.al_marine allo_S TRUE 45.8191621458196 9.37152115909612e-07 allo_S
4 24801172 1 japan_marine.al_marine allo_S TRUE 45.8191707363806 2.86352035772097e-06 allo_S
4 24801227 1 japan_marine.al_marine allo_S TRUE 45.819173599901 2.86352035772097e-06 allo_S
4 24978072 1 japan_marine.al_marine allo_S TRUE 45.8283808591305 1.24953615454615e-06 allo_S
4 24978096 1 japan_marine.al_marine allo_S TRUE 45.8283821086666 1.24953615454615e-06 allo_S
4 25074314 1 japan_marine.al_marine allo_S TRUE 45.833391603244 5.20640064394229e-07 allo_S
4 25074324 1 japan_marine.al_marine allo_S TRUE 45.8333921238841 4.6857606150752e-07 allo_S
4 25074333 1 japan_marine.al_marine allo_S TRUE 45.8333925924602 4.6857606150752e-07 allo_S
4 25291934 1 japan_marine.al_marine allo_S TRUE 45.8447217723385 4.06099250938041e-06 allo_S
4 25292012 1 japan_marine.al_marine allo_S TRUE 45.844725833331 4.06099250938041e-06 allo_S
4 25313244 1 japan_marine.al_marine allo_S TRUE 45.845831256317 5.20640028867092e-08 allo_S
4 25313245 1 japan_marine.al_marine allo_S TRUE 45.8458313083811 5.20640028867092e-08 allo_S
4 25313253 1 japan_marine.al_marine allo_S TRUE 45.8458317248931 4.16512051515383e-07 allo_S
4 25313296 1 japan_marine.al_marine allo_S TRUE 45.8458339636454 2.2387522804479e-06 allo_S
4 26144398 1 japan_marine.al_marine allo_S TRUE 45.8891044635754 1.66604820606153e-06 allo_S
4 26144430 1 japan_marine.al_marine allo_S TRUE 45.8891061296236 1.66604820606153e-06 allo_S
4 26162868 1 japan_marine.al_marine allo_S TRUE 45.8900660857755 0.000959956151845631 allo_S
4 26280025 1 japan_marine.al_marine allo_S TRUE 45.896165748585 6.24768077983617e-06 allo_S
4 26280145 1 japan_marine.al_marine allo_S TRUE 45.8961719962658 1.30160016453829e-06 allo_S
4 26280170 1 japan_marine.al_marine allo_S TRUE 45.8961732978659 1.30160016453829e-06 allo_S
4 26333513 1 japan_marine.al_marine allo_S TRUE 45.8989505481646 0.00277725029872045 allo_S
4 26613642 1 japan_marine.al_marine allo_S TRUE 45.9135351862414 5.20640099921366e-08 allo_S
4 26613643 1 japan_marine.al_marine allo_S TRUE 45.9135352383055 5.20640099921366e-08 allo_S
4 26613653 1 japan_marine.al_marine allo_S TRUE 45.9135357589455 5.20640064394229e-07 allo_S
4 26613797 1 japan_marine.al_marine allo_S TRUE 45.9135432561625 5.20640064394229e-07 allo_S
4 26613807 1 japan_marine.al_marine allo_S TRUE 45.9135437768025 5.20640064394229e-07 allo_S
4 26613856 1 japan_marine.al_marine allo_S TRUE 45.9135463279388 2.55113631908443e-06 allo_S
4 26941156 1 japan_marine.al_marine allo_S TRUE 45.9305868772662 0.0170405493274046 allo_S
4 27415698 1 japan_marine.al_marine allo_S TRUE 45.9552934350387 3.64448048628674e-07 allo_S
4 27415705 1 japan_marine.al_marine allo_S TRUE 45.9552937994867 3.64448048628674e-07 allo_S
4 27415717 1 japan_marine.al_marine allo_S TRUE 45.9552944242548 6.24768077273075e-07 allo_S
4 27593295 1 japan_marine.al_marine allo_S TRUE 45.9645398464011 0.00924542214622903 allo_S
4 27862727 1 japan_marine.al_marine allo_S TRUE 45.9785675558003 0.0140277093992722 allo_S
4 28676212 1 japan_marine.al_marine allo_S TRUE 51.0500695209131 4.42611854367669e-06 allo_S
4 28676214 1 japan_marine.al_marine allo_S TRUE 51.0500739470316 4.42611854367669e-06 allo_S
4 28676217 1 japan_marine.al_marine allo_S TRUE 51.0500805862094 6.63917781906775e-06 allo_S
4 29075984 1 japan_marine.al_marine allo_S TRUE 51.9347886526027 8.85223708735339e-06 allo_S
4 29075988 1 japan_marine.al_marine allo_S TRUE 51.9347975048398 8.85223708735339e-06 allo_S
4 29075994 1 japan_marine.al_marine allo_S TRUE 51.9348107831955 1.32783556381355e-05 allo_S
4 29076017 1 japan_marine.al_marine allo_S TRUE 51.9348616835588 5.09003632842564e-05 allo_S
4 29858087 1 japan_marine.al_marine allo_S TRUE 54.9303503852968 0.000296225052061061 allo_S
4 29858150 1 japan_marine.al_marine allo_S TRUE 54.9306466103489 0.000296225052061061 allo_S
4 30067311 1 japan_marine.al_marine allo_S TRUE 55.9288965309013 9.79406270289473e-05 allo_S
4 30067329 1 japan_marine.al_marine allo_S TRUE 55.9289944715283 9.79406270289473e-05 allo_S
4 30309068 1 japan_marine.al_marine allo_S TRUE 57.2443316514032 4.89703135144737e-05 allo_S
4 30309077 1 japan_marine.al_marine allo_S TRUE 57.2443806217167 4.89703135144737e-05 allo_S
4 30309100 1 japan_marine.al_marine allo_S TRUE 57.2445057680734 0.000119705210813947 allo_S
4 30309122 1 japan_marine.al_marine allo_S TRUE 57.2446254732842 2.1764583785e-05 allo_S
4 30309126 1 japan_marine.al_marine allo_S TRUE 57.244647237868 2.1764583785e-05 allo_S
4 30404810 1 japan_marine.al_marine allo_S TRUE 57.7327953091588 3.04303998959199e-05 allo_S
4 30404817 1 japan_marine.al_marine allo_S TRUE 57.7328257395587 4.34719999020672e-06 allo_S
4 30404818 1 japan_marine.al_marine allo_S TRUE 57.7328300867587 4.34719999020672e-06 allo_S
4 30464900 1 japan_marine.al_marine allo_S TRUE 57.9940185562659 8.69439997046584e-05 allo_S
4 30464920 1 japan_marine.al_marine allo_S TRUE 57.9941055002656 8.69439997046584e-05 allo_S
4 30816672 1 japan_marine.al_marine allo_S TRUE 60.1402212490625 0.229584000754038 allo_S
4 30835856 1 japan_marine.al_marine allo_S TRUE 60.3698052498166 0.229584000754038 allo_S
4 30955817 1 japan_marine.al_marine allo_S TRUE 61.0133561962935 0.0285512469065523 allo_S
4 30961991 1 japan_marine.al_marine allo_S TRUE 61.0419074432 0.0285512469065523 allo_S
4 31038011 1 japan_marine.al_marine allo_S TRUE 61.3756375813257 0.00193886279401312 allo_S
4 31038542 1 japan_marine.al_marine allo_S TRUE 61.3775764441197 1.8256711804554e-05 allo_S
4 31038547 1 japan_marine.al_marine allo_S TRUE 61.3775947008316 1.8256711804554e-05 allo_S
4 31183343 1 japan_marine.al_marine allo_S TRUE 62.3027023157471 0.0103179848740353 allo_S
4 31184639 1 japan_marine.al_marine allo_S TRUE 62.3130203006211 0.0103179848740353 allo_S
4 31562600 1 japan_marine.al_marine allo_S TRUE 65.9835068005822 0.36525892893232 allo_S
4 31597854 1 japan_marine.al_marine allo_S TRUE 66.3487657295145 0.227843907248854 allo_S
4 31619845 1 japan_marine.al_marine allo_S TRUE 66.5766096367634 0.000331544951649221 allo_S
4 31619877 1 japan_marine.al_marine allo_S TRUE 66.576941181715 0.00011396857713919 allo_S
4 31619888 1 japan_marine.al_marine allo_S TRUE 66.5770551502921 0.00011396857713919 allo_S
4 31619904 1 japan_marine.al_marine allo_S TRUE 66.577220922768 0.000155411696098895 allo_S
4 31619919 1 japan_marine.al_marine allo_S TRUE 66.5773763344641 0.000155411696098895 allo_S
4 31620232 1 japan_marine.al_marine allo_S TRUE 66.5806192585225 0.00324292405842641 allo_S
4 31911703 1 japan_marine.al_marine allo_S TRUE 70.3515180228592 0.827393998868033 allo_S
4 31971629 1 japan_marine.al_marine allo_S TRUE 71.1789120217272 0.827393998868033 allo_S
4 32071164 1 japan_marine.al_marine allo_S TRUE 72.5531846525941 1.0743720394528 allo_S
4 32250263 1 japan_marine.al_marine allo_S TRUE 73.6275566920469 0.619637807971458 allo_S
4 32343725 1 japan_marine.al_marine allo_S TRUE 74.2471945000183 6.63078481011325e-11 allo_S
4 32343801 1 japan_marine.al_marine allo_S TRUE 74.2471945000846 6.63078481011325e-11 allo_S
4 561049 1 japan_marine.joes_lake allo_D TRUE 1.65669835166791e-07 0.716805124809809 allo_D
4 831491 1 japan_marine.joes_lake allo_D TRUE 0.716805290479644 0.217254891226437 allo_D
4 910536 1 japan_marine.joes_lake allo_D TRUE 0.934060181706081 9.89458673432697e-05 allo_D
4 910572 1 japan_marine.joes_lake allo_D TRUE 0.934159127573424 9.89458673432697e-05 allo_D
4 1372224 1 japan_marine.joes_lake allo_D TRUE 4.30287545802304 3.01445319171666 allo_D
4 1964793 1 japan_marine.joes_lake allo_D TRUE 7.31732864973969 0.0336896992984741 allo_D
4 1969080 1 japan_marine.joes_lake allo_D TRUE 7.35101834903817 0.0336896992984741 allo_D
4 2438354 1 japan_marine.joes_lake allo_D TRUE 11.6637606686253 0.00029915462390484 allo_D
4 2438382 1 japan_marine.joes_lake allo_D TRUE 11.6640598232492 0.00029915462390484 allo_D
4 2618502 1 japan_marine.joes_lake allo_D TRUE 13.5884787824529 1.92441895920368 allo_D
4 2808452 1 japan_marine.joes_lake allo_D TRUE 15.6179223828345 2.02944360038163 allo_D
4 3303216 1 japan_marine.joes_lake allo_D TRUE 20.550132681907 0.844549300421509 allo_D
4 3412557 1 japan_marine.joes_lake allo_D TRUE 21.3946819823285 0.844549300421509 allo_D
4 3534333 1 japan_marine.joes_lake allo_D TRUE 22.3352791563815 0.940597174053003 allo_D
4 3866948 1 japan_marine.joes_lake allo_D TRUE 26.2987294316231 1.13712514184899 allo_D
4 3986305 1 japan_marine.joes_lake allo_D TRUE 27.4358545734721 9.52709218537962e-06 allo_D
4 3986306 1 japan_marine.joes_lake allo_D TRUE 27.4358641005643 9.52709218537962e-06 allo_D
4 4369142 1 japan_marine.joes_lake allo_D TRUE 31.2190308226911 0.654732565960096 allo_D
4 4439637 1 japan_marine.joes_lake allo_D TRUE 31.8737633886512 1.85752908983261e-05 allo_D
4 4439639 1 japan_marine.joes_lake allo_D TRUE 31.8737819639421 1.85752908983261e-05 allo_D
4 5690414 1 japan_marine.joes_lake allo_D TRUE 36.7331900984878 0.0543573641055772 allo_D
4 5711996 1 japan_marine.joes_lake allo_D TRUE 36.7875474625934 0.0543573641055772 allo_D
4 7197818 1 japan_marine.joes_lake allo_D TRUE 39.5796033015381 0.00923507139230395 allo_D
4 7366381 1 japan_marine.joes_lake allo_D TRUE 39.5888383729304 2.41854629479121e-06 allo_D
4 7366383 1 japan_marine.joes_lake allo_D TRUE 39.5888407914767 2.41854629479121e-06 allo_D
4 8082758 1 japan_marine.joes_lake allo_D TRUE 40.2080654790709 0.0690500995586305 allo_D
4 8128885 1 japan_marine.joes_lake allo_D TRUE 40.2771155786295 5.98782487770677e-06 allo_D
4 8128889 1 japan_marine.joes_lake allo_D TRUE 40.2771215664544 5.98782487770677e-06 allo_D
4 8128893 1 japan_marine.joes_lake allo_D TRUE 40.2771275542793 5.98782487770677e-06 allo_D
4 8128904 1 japan_marine.joes_lake allo_D TRUE 40.2771440207977 1.64665184243518e-05 allo_D
4 8328531 1 japan_marine.joes_lake allo_D TRUE 40.4773694104045 1.97106686528059e-09 allo_D
4 8341010 1 japan_marine.joes_lake allo_D TRUE 40.4773694123756 5.31976240836229e-10 allo_D
4 8344378 1 japan_marine.joes_lake allo_D TRUE 40.4773694129075 5.31976240836229e-10 allo_D
4 8400087 1 japan_marine.joes_lake allo_D TRUE 40.4773694217068 7.58149099056027e-12 allo_D
4 8400135 1 japan_marine.joes_lake allo_D TRUE 40.4773694217144 7.58149099056027e-12 allo_D
4 8400188 1 japan_marine.joes_lake allo_D TRUE 40.4773694217227 8.37729885461158e-12 allo_D
4 8443880 1 japan_marine.joes_lake allo_D TRUE 40.4773694286239 2.51930032391101e-09 allo_D
4 8459830 1 japan_marine.joes_lake allo_D TRUE 40.4773694311432 2.51930032391101e-09 allo_D
4 8928792 1 japan_marine.joes_lake allo_D TRUE 40.477369515935 3.37792016580352e-11 allo_D
4 8928862 1 japan_marine.joes_lake allo_D TRUE 40.4773695159687 3.37792016580352e-11 allo_D
4 9102951 1 japan_marine.joes_lake allo_D TRUE 40.4773695999764 8.40076239683185e-08 allo_D
4 9456212 1 japan_marine.joes_lake allo_D TRUE 40.6102935993634 1.05372183938357e-05 allo_D
4 9456240 1 japan_marine.joes_lake allo_D TRUE 40.6103041365818 1.50531690934486e-06 allo_D
4 9456244 1 japan_marine.joes_lake allo_D TRUE 40.6103056418987 3.76329232665285e-07 allo_D
4 9456245 1 japan_marine.joes_lake allo_D TRUE 40.6103060182279 3.76329232665285e-07 allo_D
4 9489190 1 japan_marine.joes_lake allo_D TRUE 40.6227041846521 0.0123981664241981 allo_D
4 10592086 1 japan_marine.joes_lake allo_D TRUE 41.142181926224 0.207778149291705 allo_D
4 10902462 1 japan_marine.joes_lake allo_D TRUE 41.3499600755157 0.0247170684207205 allo_D
4 10939384 1 japan_marine.joes_lake allo_D TRUE 41.3746771439365 0.0247170684207205 allo_D
4 11077701 1 japan_marine.joes_lake allo_D TRUE 41.4672720941761 4.01664077074315e-05 allo_D
4 11077761 1 japan_marine.joes_lake allo_D TRUE 41.4673122605838 4.01664077074315e-05 allo_D
4 11206123 1 japan_marine.joes_lake allo_D TRUE 41.5537717191941 1.41851052859465e-06 allo_D
4 11206125 1 japan_marine.joes_lake allo_D TRUE 41.5537731377046 1.41851052859465e-06 allo_D
4 11206148 1 japan_marine.joes_lake allo_D TRUE 41.5537894505758 7.0925526785004e-07 allo_D
4 11206149 1 japan_marine.joes_lake allo_D TRUE 41.553790159831 7.0925526785004e-07 allo_D
4 11206150 1 japan_marine.joes_lake allo_D TRUE 41.5537908690863 7.0925526785004e-07 allo_D
4 11213541 1 japan_marine.joes_lake allo_D TRUE 41.5590329747608 0.0052421056745402 allo_D
4 11239082 1 japan_marine.joes_lake allo_D TRUE 41.577148063522 0.018115088761121 allo_D
4 11332715 1 japan_marine.joes_lake allo_D TRUE 41.6435577618881 6.6669995050006e-05 allo_D
4 11332809 1 japan_marine.joes_lake allo_D TRUE 41.6436244318832 6.6669995050006e-05 allo_D
4 11438492 1 japan_marine.joes_lake allo_D TRUE 41.7185806562104 0.0326009183236735 allo_D
4 11484457 1 japan_marine.joes_lake allo_D TRUE 41.751181574534 0.0326009183236735 allo_D
4 11683675 1 japan_marine.joes_lake allo_D TRUE 41.8924779902113 2.0568402732124e-05 allo_D
4 11683704 1 japan_marine.joes_lake allo_D TRUE 41.892498558614 2.0568402732124e-05 allo_D
4 11901599 1 japan_marine.joes_lake allo_D TRUE 42.0770869378948 3.53664830754497e-08 allo_D
4 11948977 1 japan_marine.joes_lake allo_D TRUE 42.0770869732613 3.53664830754497e-08 allo_D
4 12127932 1 japan_marine.joes_lake allo_D TRUE 42.2066380115061 0.0390666874603482 allo_D
4 12171095 1 japan_marine.joes_lake allo_D TRUE 42.2457046989664 0.0390666874603482 allo_D
4 12235570 1 japan_marine.joes_lake allo_D TRUE 42.3040608066051 0.0583561076386374 allo_D
4 12359819 1 japan_marine.joes_lake allo_D TRUE 42.4165181624483 0.0179237714240514 allo_D
4 12382241 1 japan_marine.joes_lake allo_D TRUE 42.4344419338724 0.00251048589495184 allo_D
4 12388181 1 japan_marine.joes_lake allo_D TRUE 42.4369524197673 5.15621682097844e-05 allo_D
4 12388303 1 japan_marine.joes_lake allo_D TRUE 42.4370039819355 5.15621682097844e-05 allo_D
4 12388507 1 japan_marine.joes_lake allo_D TRUE 42.437090200643 8.62187075014731e-05 allo_D
4 12443817 1 japan_marine.joes_lake allo_D TRUE 42.4604664590352 0.023376258392183 allo_D
4 12620979 1 japan_marine.joes_lake allo_D TRUE 42.5353423348131 3.38112578646133e-06 allo_D
4 12620987 1 japan_marine.joes_lake allo_D TRUE 42.5353457159389 2.53584433806964e-06 allo_D
4 12620993 1 japan_marine.joes_lake allo_D TRUE 42.5353482517832 2.53584433806964e-06 allo_D
4 12797185 1 japan_marine.joes_lake allo_D TRUE 42.6098141660597 1.19334694943518e-05 allo_D
4 12808630 1 japan_marine.joes_lake allo_D TRUE 42.6098260995292 6.18214812675433e-10 allo_D
4 12808717 1 japan_marine.joes_lake allo_D TRUE 42.6098261001475 6.18214812675433e-10 allo_D
4 12909487 1 japan_marine.joes_lake allo_D TRUE 42.9274417923407 0.000271348626533552 allo_D
4 12909554 1 japan_marine.joes_lake allo_D TRUE 42.9277131409673 4.04997949488006e-06 allo_D
4 12909555 1 japan_marine.joes_lake allo_D TRUE 42.9277171909468 4.04997949488006e-06 allo_D
4 12909567 1 japan_marine.joes_lake allo_D TRUE 42.9277657907008 4.8599754009615e-05 allo_D
4 12966921 1 japan_marine.joes_lake allo_D TRUE 43.1470146455847 6.35475387866791e-06 allo_D
4 12966928 1 japan_marine.joes_lake allo_D TRUE 43.1470210003386 6.35475387866791e-06 allo_D
4 13354044 1 japan_marine.joes_lake allo_D TRUE 43.4984534150371 1.99720836278061e-05 allo_D
4 13354066 1 japan_marine.joes_lake allo_D TRUE 43.4984733871207 9.07821977591539e-07 allo_D
4 13354067 1 japan_marine.joes_lake allo_D TRUE 43.4984742949427 9.07821977591539e-07 allo_D
4 13354068 1 japan_marine.joes_lake allo_D TRUE 43.4984752027647 9.07821984696966e-07 allo_D
4 13354160 1 japan_marine.joes_lake allo_D TRUE 43.4985382988384 6.30960737737496e-05 allo_D
4 13464889 1 japan_marine.joes_lake allo_D TRUE 43.5571812762546 7.41451366792489e-06 allo_D
